LANGUAGE,"English","French","Spanish","Italian"
STRC_05r06,"There's a Marine LHD not far off the coast, but the weather is keeping its birds grounded. Our task is to hold off the Slags long enough for the weather to clear up.","Il y a un bâtiment d'assaut des Marines pas loin de la côte, mais la météo cloue ses appareils sur le pont. Notre boulot consiste à contenir l'ALS jusqu'à ce que le temps se débouche.","Hay un buque anfibio Marine LHD no lejos de la costa, pero el clima les impide actuar. Debemos retener a esa Escoria lo suficiente hasta que el tiempo se despeje.","C’è una nave da assalto anfibio dei Marine non lontana dalla costa, ma il tempo non permette di sbarcare. Dobbiamo resistere finché il tempo non migliora."
STRC_05r07,"Hold your sector, and make sure those Marines don't ever get the damn slightest excuse to claim they had to save our shit!","Tenez votre secteur et faites en sorte de ne pas laisser ces Marines prétendre qu'ils ont dû venir nous sauver.","Mantened vuestro sector, ¡y aseguraos de que esos Marines no tienen ninguna excusa para decir que nos han salvado el culo!","Proteggete il vostro settore e fate in modo che i Marine non trovino alcuna scusa per dire che ci hanno salvato!"
STRC_05r08,"Let's kick some Slag ass and show 'em not to mess with Stryker Teams! Good luck! Lieutenant Cordoza, out.","Allons casser de l'ALS et leur montrer ce que valent les équipes Stryker ! Bonne chance ! Lieutenant Cordoza, terminé.","¡Vamos a darles una paliza y a demostrarles que no hay que meterse con los Strykers! ¡Buena suerte! Aquí el comanzante Cordoza, corto.","Facciamo vedere che non si scherza con le squadre Stryker! Buona fortuna! Tenente Cordoza, chiudo."
STRC_05r09,"Crossroad to all squads. All enemy forces at the airport are destroyed or retreating. More SLA troops have landed and are now attacking the RACS defenses to the East.","Crossroad à tous les groupes. Toutes les forces ennemies à l'aéroport ont été détruites ou sont en fuite. D'autres troupes de l'ALS ont débarqué et attaquent maintenant les défenses du CARS à l'est.","Crossroad a todos los pelotones. Todas las fuerzas enemigas del aeropuerto han sido destruidas o han huido. Han aterrizado más tropas del SLA y están atacando las defensas del RACS hacia el este.","Crossroad a tutte le squadre. Le forze nemiche presso l’aeroporto sono in fuga. Altre truppe dell’ELS sono sbarcate e stanno attaccando le difese dei CERS ad est."
STRC_05r10,"If that position falls, all the SLA heavy armor will come pouring in along the Northern coastal road.","Si cette position tombe, tous les chars de l'ALS vont déferler sur la route côtière nord.","Si cae esa posición, todas las unidades pesadas del SLA se abalanzarán por el camino de la costa norte.","Se perdiamo quella posizione, i blindati dell’ELS si riverseranno sulla strada costiera del nord."
STRC_05r11,"Foxtrot and Golf, you are to move North and intercept these landing forces, over.","Foxtrot et Golf, faites mouvement vers le nord et interceptez ces forces de débarquement, à vous.","Foxtrot y Golf, moveos hacia el norte e interceptar las fuerzas que están aterrizando. Cambio.","Foxtrot e Golf, andate verso nord ed intercettate le forze da sbarco, passo."
STRC_05r12,"Foxtrot One, understood. Move North and intercept landing forces. Out.","Foxtrot Un, compris. Mouvement au nord et interception des forces terrestres. Terminé.","Foxtrot Uno, recibido. Vamos hacia el norte a interceptar las fuerzas. Corto.","Foxtrot Uno, ricevuto. Andare a nord e intercettare le foze da sbarco. Chiudo."
STRC_05r13,"Crossroad to Foxtrot and Golf. We lost contact with the RACS defense in the East, and assume it has been overrun. SLA armor is starting to move South toward the capital.","Crossroad à Foxtrot et Golf. On a perdu le contact avec les défenses du CARS à l'est. On suppose qu'elles ont été débordées. Les blindés de l'ALS commencent à se déplacer au sud, vers la capitale.","Crossroad a Foxtrot y Golf. Hemos perdido en contacto con la defensa del RACS en el este, suponemos que ha sido derribada. El SLA avanza hacia el sur, hacia la capital.","Crossroad a Foxtrot e Golf. Abbiamo perso contatto con le difese dei CERS a est: pensiamo che siano state sopraffatte. I blindati dell’ELS si sono diretti a sud verso la capitale."
STRC_05r14,"They don't expect you on their flank, so do as much damage as you can. Air support is taking off as we speak, and will be there in a matter of minutes. Crossroad out.","Ils ne vous attendent pas sur leur flanc, alors cassez-en le plus possible. L'appui aérien décolle en ce moment et sera là dans quelques minutes. Crossroad, terminé.","No os esperan por su flanco, así que intentad haced todo el daño que podáis. El refuerzo aéreo está despegando en estos momentos, y llegará en cuestión de minutos. Crossroad, corto.","Non si aspettano di trovarvi sul loro fianco, perciò danneggiateli il più possibile. Il supporto aereo arriverà a minuti. Chiudo."
STRC_05r15,"Crossroad to all US units. The capital is being overrun. Retreat to the extraction point. I say again, retreat to the extraction point. Crossroad out!","Crossroad à toutes unités américaines. La capitale est sur le point de tomber. Repli vers le point d'extraction. Je répète, repli vers le point d'extraction. Crossroad, terminé !","Crossroad a todas las unidades estadounidenses. La capital está siendo invadida. Retiraos al punto de extracción. Repito: retiraos al punto de extracción. Crossroad, corto.","Crossroad a tutte le unità americane. La capitale è stata invasa. Ritiratevi verso il punto d’estrazione. Ripeto, ritiratevi verso il punto d’estrazione. Chiudo!"
STRC_05r16,"Crossroad to all units. All enemy forces have been defeated. Assume defensive positions along the coast, and await further orders. Crossroad out.","Crossroad à toutes les unités. Toutes les forces ennemies ont été vaincues. Adoptez des positions défensives le long de la côte et attendez les ordres. Crossroad, terminé.","Crossroad a todas las unidades. Todas las fuerzas enemigas han sido derrotadas. Adoptad posiciones defensivas por la costa y esperad nuevas órdenes. Crossroad, corto.","Crossroad a tutte le unità. Tutte le forze nemiche sono state sconfitte. Prendete posizione lungo la costa e aspettate gli ordini. Chiudo."
STRC_05t01,"Airport","Aéroport","Aeropuerto","Aeroporto"
STRC_05t02,"SLA Landing Forces","Débarquement ALS","Fuerzas de aterrizaje del SLA","Forze da sbarco ELS"
STRC_05t03,"SLA Armor","Blindés ALS","Blindajes del SLA","Blindati ELS"
STRC_05t04,"RACS Defense Line","Ligne de défense CARS","Línea de defensa de RACS","Linea difensiva CERS"
STRC_05w01,"PICK UP ALPHA TEAM","RAMASSER L'ÉQUIPE ALPHA","RECOGE AL PELOTÓN ALPHA","PRELEVA LA SQUADRA ALPHA"
STRC_05w02,"PICK UP BRAVO TEAM","RAMASSER L'ÉQUIPE BRAVO","RECOGE AL PELOTÓN BRAVO","PRELEVA LA SQUADRA BRAVO"
STRC_05w03,"DEFEND AIRPORT","DÉFENDRE L'AÉROPORT","DEFIENDE EL AEROPUERTO","DIFENDI L’AEROPORTO"
STRC_05w04,"INTERCEPT LANDING FORCES","INTERCEPTER L'ENNEMI DÉBARQUÉ","INTERCEPTA LAS FUERZAS DE ATERRIZAJE","INTERCETTA LE FORZE DA SBARCO"
STRC_05w05,"DEFEAT SLA ARMOR","VAINCRE LES BLINDÉS DE L'ALS","DERROTA A LOS BLINDAJES DEL SLA","SCONFIGGI I BLINDATI DELL’ELS"
STRC_05w06,"MOUNT THE STRYKER","EMBARQUER DANS LE STRYKER","SUBIR AL STRYKER","SALI SULLO STRYKER"
STRC_05h01,"Pick up Alpha squad. They're waiting outside.","Ramasser l'équipe Alpha. Elle attend dehors.","Recoge al pelotón Alpha. Te esperan fuera.","Preleva la squadra Alpha. Ti aspettano fuori."
STRC_05n01,"Dawn of Hope","L'aube de l'espoir","Un atisbo de esperanza","L’alba della speranza"
STRC_05h02,"There are still lots of them! Clear the sector 4 and 5! Kill'em all!!!","Il en reste plein ! Nettoyez les secteurs 4 et 5 ! Tuez-les tous !","¡Hay un montón! ¡Despejad los sectores 4 y 5! ¡¡¡Matadlos a todos!!!","Ce ne sono ancora troppi! Ripulisci i settori 4 e 5! Uccidili tutti!!!"
STRC_05h03,"There are still some more of them! Clear the sector 7!","Il en reste encore ! Nettoyez le secteur 7 !","¡Todavía quedan! ¡Despejad el sector 7!","Ce ne sono ancora alcuni! Ripulisci il settore 7!"
STRC_05h04,"The striker was damaged! Find another vehicle around here.""","Le Stryker a été endommagé ! Il faut trouver un autre engin.","¡el Stryker ha sufrido daños! Encuentra otro vehículo.”","Lo Stryker è danneggiato! Trova un altro veicolo."
STRC_05t05,"SECTOR 1","SECTEUR 1","SECTOR 1","SETTORE 1"
STRC_05t06,"SECTOR 2","SECTEUR 2","SECTOR 2","SETTORE 2"
STRC_05t07,"SECTOR 3","SECTEUR 3","SECTOR 3","SETTORE 3"
STRC_05t08,"SECTOR 4","SECTEUR 4","SECTOR 4","SETTORE 4"
STRC_05t09,"SECTOR 5","SECTEUR 5","SECTOR 5","SETTORE 5"
STRC_05t10,"SECTOR 6","SECTEUR 6","SECTOR 6","SETTORE 6"
STRC_05t11,"SECTOR 7","SECTEUR 7","SECTOR 7","SETTORE 7"
