LANGUAGE,"English","French","Spanish","Italian"
STRC_CS04,"Map: Somato","Carte - Somato","Mapa: Somanto","Mappa: Somato"
STRC_CS05,"Map: Dawn of Hope","Carte - L'aube de l'espoir","Mapa: Esperanza","Mappa: L’alba della speranza"
STRC_CS06,"Map: Reclaiming","Carte - Reprise","Mapa: Recuperación","Mappa: La riconquista"
STRC_CS07,"Map: Enemy Territory","Carte - Territoire ennemi","Mapa: Territorio enemigo","Mappa: Territorio nemico"
STRC_CS08,"Map: Gryphons","Carte - Griffons","Mapa: Grifones","Mappa: Grifoni"
STRC_CS09,"Map: Countdown","Carte - Compte à rebours","Mapa: Cuenta atrás","Mappa: Conto alla rovescia"
STRC_CA_Insert,"Insertion point","Point d'insertion","Punto de inserción","Punto d’inserzione"
STRC_CA_Destroy,"Destroy","Détruire","Destruir","Distruggi"
STRC_CA_GO,"Go here","Venir ici","Ir allí","Vai là"
STRC_CA_SEIZE,"Seize","Prendre","Tomar","Prendi"
STRC_CA_END,"Rendezvous point","Point de jonction","Punto de encuentro","Punto d’incontro"
STRC_CA_MEETING,"Rendezvous point","Point de jonction","Punto de encuentro","Punto d’incontro"
STRC_CA_EXTRACT,"Extraction point","Point d'extraction","Punto de extracción","Punto d’estrazione"
STRC_CA_WPEXTRACT,"EXTRACTION POINT","POINT D'EXTRACTION","PUNTO DE EXTRACCIÓN","PUNTO D’ESTRAZIONE"
STRC_CA_COMPLETED,"Mission completed","Mission accomplie","Misión cumplida","Missione completata"
STRC_CA_FAILED,"Mission failed","Échec de la mission","La misión ha fracasado","Missione fallita"
STRC_CA_SUCCESFULL,"Mission successful","Mission réussie","Misión de éxito","Missione compiuta"
STRC_CA_DEFEATED,"Enemy forces defeated","Forces ennemies vaincues","Fuerzas enemigas derrotadas","Forze nemiche sconfitte"
STRC_CA_OBEY,"Mission failed\nYou didn't obey your orders","Échec de la mission\nLes ordres n'ont pas été suivis","La misión ha fracasado\nNo has obedecido las órdenes","Missione fallita\nNon hai obbedito agli ordini"
STRC_CA_CUT,"<Cutscene>","<Cinématique>","<Escena>","<Filmato>"
STRC_CA_CAMPAIGNMAP,"<<Campaign map>>","<<Carte de campagne>>","<<Mapa campaña>>","<<Mappa campagna>>"
STRC_CA_MINI_01Sniper,"\nAUXILIARY OPERATION\n\nAn SLA truck convoy is delivering fresh troops to positions in the field. You are tasked to take up a concealed position and engage the convoy with your sniper rifle as it passes.  Kill as many SLA troops as you can.","\nOPÉRATION AUXILIAIRE\n\nUn convoi de camions d e l'ALS achemine des troupes fraîches vers des positions sur le terrain. Vous devez vous dissimuler et attaquer le convoi au fusil de sniper lors de son passage. Il faut tuer le plus possible de soldats de l'ALS.","\nOPERACIÓN AUXILIAR\n\nUn convoy del SLA está trasladando nuevas tropas a posiciones del campo. Deberás buscar una posición oculta y atacarle cuando pase con tu fusil francotirador. Mata a todos los soldados del SLA que puedas.","\nOPERAZIONE SECONDARIA\n\nUn convoglio di mezzi dell’ELS sta portando forze fresche sul campo. Devi trovare una posizione nascosta e ingaggiare il convoglio col tuo fucile da cecchino. Uccidi quante più truppe dell’ELS possibile."
STRC_CA_MINI_02Miner,"\nAUXILIARY OPERATION\n\nYou're an operative behind enemy lines. You are armed with explosives, weapons and a brave heart. An enemy supply convoy is heading for a base. Make sure it never arrives.","\nOPÉRATION AUXILIAIRE\n\nVous êtes un agent derrière les lignes ennemies. Vous êtes équipé d'explosifs, d'armes et d'une bonne dose de courage. Un convoi logistique ennemi fait route vers une base. Il ne doit jamais arriver.","\nOPERACIÓN AUXILIAR\n\nEres un operario tras las líneas enemigas. Vas armado con explosivos, armas y un corazón valiente. Un convoy de provisiones enemigo se dirige a una base. Asegúrate de que no llega.","\nOPERAZIONE SECONDARIA\n\nSei in missione dietro alle linee nemiche. Sei armato di esplosivo, armi e coraggio. Un convoglio di rifornimenti è diretto alla base nemica. Non deve arrivarci."
STRC_CA_MINI_03Driver,"\nAUXILIARY OPERATION\n\nWe have no time, soldier! Board the vehicle, go to the base and pick up a group of soldiers. We need them now! Deliver more than 80 percent of reinforcements from the base to the front line in the given time.","\nOPÉRATION AUXILIAIRE\n\nLe temps presse, soldat ! Grimpez dans ce véhicule, rejoignez la base et embarquez un groupe de soldats ! On en a besoin tout de suite ! Il faut acheminer plus de 80 % des renforts de la base au front dans le temps prévu.","\nOPERACIÓN AUXILIAR\n\n¡Soldado, no tenemos tiempo! Sube al vehículo, ve hasta la base y recoge a un grupo de soldados. ¡Les necesitamos ya mismo! Traslada a más del 80 por ciento de los refuerzos desde la base a la línea de frente en el tiempo asignado.","\nOPERAZIONE SECONDARIA\n\nNon abbiamo tempo, soldato! Sali sul veicolo, vai alla base e preleva un gruppo di soldati. Ci servono ora! Porta più dell’80 percento dei rinforzi dalla base al fronte nel tempo a disposizione."
STRC_CA_MINI_04Saboteur,"\nAUXILIARY OPERATION\n\nDestroy the armored assets at the enemy base. Employ your skill and your explosives to succeed.","\nOPÉRATION AUXILIAIRE\n\nIl faut détruire les engins blindés de la base ennemie. Explosifs et compétence devraient suffire.","\nOPERACIÓN AUXILIAR\n\nDestruye los blindajes de la base enemiga. Aprovecha tu habilidad y tus explosivos.","\nOPERAZIONE SECONDARIA\n\nDistruggi i blindati nella base nemica. Per riuscirci, usa la tua abilità e gli esplosivi."
STRC_CA_MINI_05CleanSweap,"\nAUXILIARY OPERATION\n\nA Special Forces unit is preparing to cleanse the area of unwelcome SLA occupants. You are one of those highly trained soldiers...","\nOPÉRATION AUXILIAIRE\n\nUne unité de forces spéciales se prépare à nettoyer le secteur de ses occupants de l'ALS. Vous faites partie de cette unité d'élite.","\nOPERACIÓN AUXILIAR\n\nUna unidad de fuerzas especiales se está preparando para despejar la zona de indeseables soldados del SLA.  Tú eres uno de estos soldados especializados...","\nOPERAZIONE SECONDARIA\n\nUn’unità di forze speciali si sta preparando a ripulire l’area dagli occupanti dell’ELS. Tu fai parte di questa unità."
STRC_CA_MINI_06ChopperTransport,"\nAUXILIARY OPERATION\n\nWe have no time, soldier! Take the transport chopper, go to the base and pick up a group of soldiers. We need them now! Deliver more than 80 percent of the reinforcements from the base to the front line in the given time.","\nOPÉRATION AUXILIAIRE\n\nLe temps presse, soldat ! Prenez l'hélico de manœuvre, rejoignez la base et embarquez un groupe de soldats ! On en a besoin tout de suite ! Il faut acheminer plus de 80 % des renforts de la base au front dans le temps prévu.","\nOPERACIÓN AUXILIAR\n\n¡Soldado, no tenemos tiempo! Coge el helicóptero de transporte, ve hasta la base y recoge a un grupo de soldados. ¡Les necesitamos ya mismo! Traslada a más del 80 por ciento de los refuerzos desde la base a la línea de frente en el tiempo asignado.","\nOPERAZIONE SECONDARIA\n\nNon abbiamo tempo, soldato! Prendi l’elicottero da trasporto, vai alla base e preleva un gruppo di soldati. Ci servono ora! Porta più dell’80 percento dei rinforzi dalla base al fronte nel tempo a disposizione."
STRC_CA_MINI_07ChopperAssault,"\nAUXILIARY OPERATION\n\nA surprise air assault on an enemy base.  Employ your gunship’s weapons against the enemy’s parked armor.  Our troops are counting on you to succeed.","\nOPÉRATION AUXILIAIRE\n\nAttaque aérienne surprise contre une base ennemie. Employez l'armement de l'hélico d'attaque contre les blindés ennemis garés. Nos soldats comptent sur vous pour réussir.","\nOPERACIÓN AUXILIAR\n\nAsalto aéreo por sorpresa contra una base enemiga. Utiliza las armas de tu nave de combate contra los blindajes enemigos. Nuestras tropas cuentan contigo.","\nOPERAZIONE SECONDARIA\n\nUn’incursione aerea a sorpresa contro la base nemica. Usa le armi contro i blindati del nemico. Le nostre truppe contano su di te."
STRC_CA_MINI_08None,"No mission 08!","Pas de mission 08 !","¡No hay misión 08!","Nessuna missione 08!"
STRC_CA_MINI_09ChopperConvoy,"\nAUXILIARY OPERATION\n\nTake to the skies in your attack helicopter. Fly low, hit hard, get in there and take out that convoy.","\nOPÉRATION AUXILIAIRE\n\nDécollez à bord de votre hélico d'assaut. Volez bas, frappez fort et détruisez ce convoi.","\nOPERACIÓN AUXILIAR\n\nHazte el amo del cielo con tu helicóptero de ataque. Vuela bajo, pega fuerte y acaba con ese convoy.","\nOPERAZIONE SECONDARIA\n\nPrendi l’elicottero da attacco, vola basso e colpisci duro quel convoglio."
STRC_CA_MINI_10ArmoredFist,"\nAUXILIARY OPERATION\n\nThree M1A1 Abrams tanks take on a pair of enemy bases.","\nOPÉRATION AUXILIAIRE\n\nTrois chars M1A1 Abrams s'occupent d'une paire de bases ennemies.","\nOPERACIÓN AUXILIAR\n\nTres tanques M1A1 Abrams toman un par de bases enemigas.","\nOPERAZIONE SECONDARIA\n\n3 carri armati M1A1 Abrams contro 2 basi nemiche."
STRC_CA_MINI_11NigtPatrol,"\nAUXILIARY OPERATION\n\nAnother boring night picket. It's a warm night and the only real danger are the hordes of mosquitoes. At least you finally have some time to think.","\nOPÉRATION AUXILIAIRE\n\nUne autre garde de nuit où il ne se passe rien. Il fait chaud et les seuls ennemis sont les hordes de moustiques. Au moins, on a le temps de réfléchir...","\nOPERACIÓN AUXILIAR\n\nOtra noche aburrida de guardia. Es una noche cálida, y el único peligro real son los mosquitos. Por fin, un poco de tiempo para pensar.","\nOPERAZIONE SECONDARIA\n\nUn’altra noiosa notte di picchetto. Fa caldo e l’unico vero pericolo sono le orde di zanzare. Almeno avrai tempo per pensare."
STRC_CA_CUI_SITREP_HINT,"THIS IS THE STRATEGIC MAP. FROM HERE, YOU CAN SEE AN OVERVIEW OF THE SITUATION AFTER EVERY MISSION. YOU CAN CHOOSE YOUR NEXT OPERATION HERE BY CLICKING ON THE APPROPRIATE ICON – OPTIONAL AUXILIARY MISSIONS WILL OFTEN HELP YOU WITH THE MAIN MISSION, BUT YOU ARE ONLY GIVEN THE OPTION OF CHOOSING ONE OF THEM, SO CHOOSE WISELY.\nCLICK ON EACH ICON TO LEARN ABOUT THE MISSION IT REPRESENTS.","VOICI LA CARTE STRATÉGIQUE. ELLE PRÉSENTE UN APERÇU DE LA SITUATION À L'ISSUE DE CHAQUE MISSION. VOUS POURREZ CHOISIR ICI L'OPÉRATION SUIVANTE EN CLIQUANT SUR L'ICÔNE APPROPRIÉE. LES MISSIONS AUXILIAIRES EN OPTION FACILITENT SOUVENT L'EXÉCUTION DE LA MISSION PRINCIPALE, MAIS IL N'EST POSSIBLE D'EN CHOISIR QU'UNE, ALORS SÉLECTIONNEZ-LA AVEC SOIN.\nCLIQUEZ SUR CHAQUE ICÔNE POUR EN SAVOIR PLUS SUR LA MISSION QU'ELLE REPRÉSENTE.","ÉSTE ES EL MAPA ESTRATÉGICO. DESDE AQUÍ, SE PUEDE VER LA SITUACIÓN GENERAL DESPUÉS DE CADA MISIÓN. PUEDES ELEGIR AQUÍ LA SIGUIENTE OPERACIÓN HACIENDO CLIC EN EL ICONO CORRESPONDIENTE; LAS MISIONES AUXILIARES OPCIONALES PODRÍAN AYUDARTE CON LA MISIÓN PRINCIPAL, PERO SÓLO PODRÁS ELEGIR UNA DE ELLAS, ASÍ QUE PIÉNSATELO BIEN.\nHAZ CLIC EN LOS ICONOS PARA CONOCER LA MISIÓN QUE REPRESENTAN.","QUESTA È LA MAPPA STRATEGICA. OFFRE UNA VISIONE D’INSIEME DOPO OGNI MISSIONE. PUOI SCEGLIERE L’OPERAZIONE SUCCESSIVA SELEZIONANDO L’ICONA APPROPRIATA. SONO PRESENTI ANCHE MISSIONI SECONDARIE OPZIONALI CHE TI AIUTERAANO NELLA MISSIONE PRINCIPALE, MA NE POTRAI SCEGLIERE SOLO UNA, DUNQUE SCEGLI CON SAGGEZZA.\nCLICCA SU OGNI ICONA PER SCOPRIRE QUALE MISSIONE RAPPRESENTA."
STR_CA_LOSTv01,"Where the hell I am going? I should check a map...","Mais où je vais ? Je ferais mieux de regarder la carte...","P¿A dónde diablos voy? Debería mirar un mapa...","Ma dove sto andando? Dovrei controllare la mappa..."
STR_CA_LOSTv02,"This place doesn’t look familiar... Where I am?","Cet endroit ne me dit rien... Je suis où, là ?","Este sitio no me suena... ¿Dónde estoy?","Questo posto non mi è familiare. Dove sono?"
STR_CA_LOSTv03,"Goddammit, where's my map? This can't be the right way...","Bon sang, où est ma carte ? Ça n'a pas l'air d'être par là...","Maldita sea, ¿dónde está mi mapa? No puede ser por aquí...","DAANazione, dov’è la mappa? Questa non è la strada giusta."
STR_CA_LOSTr01,"SOLDIER, GET BACK TO YOUR POSITION!","SOLDAT, REPRENEZ VOTRE POSITION !","SOLDADO, ¡VUELVE A TU PUESTO!","SOLDATO, RITORNA IN POSIZIONE!"
STR_CA_LOSTr02,"SOLDIER, WHERE ARE YOU? WHAT THE HELL DO YOU THINK YOU'RE DOING? GET BACK AND FOLLOW YOUR ORDERS!","VOUS ÊTES OÙ, SOLDAT ? VOUS FAITES QUOI, LÀ ? REVENEZ ET SUIVEZ LES ORDRES !","SOLDADO, ¿DÓNDE ESTÁS? ¿QUÉ CREES QUE ESTÁS HACIENDO? ¡VUELVE Y CUMPLE LAS ÓRDENES!","SOLDATO, DOVE SEI FINITO? PENSI CHE QUESTO SIA UN GIOCO? TORNA INDIETRO E SEGUI GLI ORDINI!"
STR_CA_LOSTr03,"SOLDIER, WHERE ARE YOU? GET BACK TO YOUR POSITION NOW!","VOUS ÊTES OÙ, SOLDAT ? REPRENEZ IMMÉDIATEMENT VOTRE POSITION !","SOLDADO, ¿DÓNDE ESTÁS? ¡VUELVE AHORA MISMO A TU PUESTO!","SOLDATO, DOVE SEI? RITORNA IMMEDIATAMENTE IN POSIZIONE!"
STRC_CA_N01n01,"City of Ortego\nA military convoy is moving to a field base near Corazol","Ville d'Ortego\nUn convoi militaire fait route vers une base de campagne près de Corazol.","Ciudad de Ortego\nUn convoy militar se traslada a una base de campo cerca de Corazol\n","Città di Ortego\nUn convoglio militare si sta muovendo verso una base presso Corazol"
