LANGUAGE,"English","French","Spanish","Italian"
STRC_06r09,"Runner One to Foxtrot. Take out those Shilkas ASAP. We'll move in on the enemy base. Out.","Runner Un à Foxtrot. Détruisez ces Shilka au plus vite. On fait mouvement vers la base ennemie. Terminé.","Runner Uno a Foxtrot. Acabad rápidamente con esos Shilkas. Avanzaremos sobre la base enemiga. Corto.","Runner Uno a Foxtrot. Distruggete gli Shilka. Noi penetreremo nella base del nemico. Chiudo."
STRC_06r10,"Foxtrot One to Runner. The first Shilka has been neutralized. Out.","Foxtrot Un à Runner. Premier Shilka neutralisé. Terminé.","Foxtrot a Runner. Primer Shilka neutralizado. Corto.","Foxtrot Uno a Runner. Il primo Shilka è stato distrutto. Chiudo."
STRC_06r11,"Foxtrot One to Runner. Both Shilkas have been neutralized, over.","Foxtrot Un à Runner. Les deux Shilka ont été traités, à vous.","Foxtrot Uno a Runner. Los dos Shilkas neutralizados, cambio.","Foxtrot Uno a Runner. Entrambi gli Shilka sono stati distrutti. Passo."
STRC_06r12,"Received Foxtrot One. Wait for the air support to arrive, and then proceed to objective Milestone. Runner One out.","Reçu, Foxtrot Un. Attendez l'arrivée de l'appui aérien et rejoignez l'objectif Milestone. Runner Un, terminé.","Recibido, Foxtrot Uno. Esperad a que lleguen refuerzos aéreos, y seguid con el objetivo Milestone. Runner Uno, corto.","Ricevuto Foxtrot Uno. Aspettate i rinforzi aerei e procedete verso l’obiettivo Milestone. Runner Uno, chiudo."
STRC_06r13,"November One to Foxtrot. We're on site and ready to lend a hand. Out.","November Un à Foxtrot. Nous sommes sur place, prêts à donner un coup de main. Terminé.","November Uno a Foxtrot. Estamos en la zona, preparados para ayudar. Corto.","November Uno a Foxtrot. Siamo sul posto, pronti ad aiutare. Chiudo."
STRC_06r14,"Foxtrot One to Crossroad. Objective Milestone has been secured, over.","Foxtrot Un à Crossroad. Objectif Milestone nettoyé, à vous.","Foxtrot Uno a Crossroad. Objetivo Milestone asegurado, cambio.","Foxtrot Uno a Crossroad. L’obiettivo Milestone è sotto controllo, passo."
STRC_06r15,"Acknowledged Foxtrot. Once the USMC armor is on site, cover them while they enter Corazol. Your squad is to assist in securing the Demilitarized Zone on the border.","Bien reçu, Foxtrot. Une fois que les chars des Marines seront là, couvrez-les pendant qu'ils entrent dans Corazol. Votre groupe aidera à nettoyer la zone démilitarisée à la frontière.","Recibido, Foxtrot. Cuando la marina estadounidense esté en el lugar, cubridles mientras acceden a Corazol. Tu pelotón debe ayudarte a proteger la zona desmilitarizada de la frontera.","Ricevuto Foxtrot. Non appena arriveranno, coprite i blindati dei Marine mentre entrano a Corazol. Dovete proteggere la zona demilitarizzata al confine."
STRC_06r16,"Engage any units in the DMZ, but do NOT enter Northern territory. I say again, do NOT enter Northern territory. Out.","Engagez toute unité dans la ZD, mais ne pénétrez PAS dans le territoire du Nord. Je répète, n'entrez PAS au Nord. Terminé.","Atacad a todas las unidades de la zona desmilitarizada, pero NO entréis en el norte. Repito: NO entréis en el norte. Corto.","Ingaggiate tutte le unità all’interno della ZD, ma NON oltrepassate i confini con il territorio del Nord. Chiudo."
STRC_06r17,"Foxtrot One to Crossroad. The DMZ has been secured. Over.","Foxtrot Un à Crossroad. ZD nettoyée. À vous.","Foxtrot Uno a Crossroad. Zona desmilitarizada protegida. Cambio.","Foxtrot Uno a Crossroad. La ZD è sotto controllo. Passo."
STRC_06r18,"Understood Foxtrot. All sectors in the city have been secured. Well done. Crossroad out.","Compris, Foxtrot. Tous les secteurs de la ville sont sécurisés. Bien joué. Crossroad, terminé.","Recibido, Foxtrot. Asegurados todos los sectores de la ciudad. Buen trabajo. Crossroad, corto.","Ricevuto Foxtrot. Tutti i settori della città sono sotto controllo. Bel lavoro. Crossroad, chiudo."
STRC_06r19,"Foxtrot One. You are not to cross the Northern border. Return to allied territory, stat! Crossroad out.","Foxtrot Un. Vous ne devez pas franchir la frontière nord. Revenez immédiatement en territoire ami ! Crossroad, terminé !","Foxtrot Uno. No crucéis la frontera del norte. ¡Volved al terrotorio aliado! Crossroad, corto.","Foxtrot Uno. Non dovete oltrepassare i confini con il Nord. Ritornate subito in territorio alleato. Chiudo."
STRC_06t01,"Mines","Mines","Minas","Mine"
STRC_06t02,"AA Position","Position AA","Posición AA","Postazione AA"
STRC_06t03,"Enemy Base","Base ennemie","Base enemiga","Base nemica"
STRC_06t04,"Bridge","Pont","Puente","Ponte"
STRC_06t05,"DMZ","ZD","Zona desmilitarizada","ZD"
STRC_06w01,"DESTROY AA SYSTEMS","DÉTRUIRE L'ARMEMENT AA","DESTRUYE LOS SISTEMAS ANTIAÉREOS","DISTRUGGI I SISTEMI AA"
STRC_06w02,"SECURE BRIDGE","NETTOYER LE PONT","PROTEGE EL PUENTE","RIPULISCI IL PONTE"
STRC_06w03,"SECURE DMZ","NETTOYER LA ZD","PROTEGE LA ZONA DESMILITARIZADA","CONTROLLA LA ZD"
STRC_06h01,"Order your squad to board the Stryker.","Ordonner au groupe d'entrer dans le Stryker.","Ordénale a tu pelotón que suba al Stryker.","Ordina alla squadra di salire sullo Stryker."
STRC_06e01,"Mission Completed","Mission accomplie","Misión cumplida","Missione completata"
STRC_06e02,"Mission Failed","Échec de la mission","La misión ha fracasado","Missione fallita"
STRC_06mn,"Reclaiming of Corazol","La reprise de Corazol","Recuperar Corazol","La riconquista di Corazol"
