LANGUAGE,"English","French","Spanish","Italian"
STRC_08r09,"Tandag Base to November. Enemy troops have breached our perimeter. I say again, enemy troops have ..","Base Tandag à November. L'ennemi est entré dans le périmètre. Je répète, l'ennemi est...","Base Tandag a November. Las tropas enemigas han cruzado nuestro perímetro. Repito: las tropas enemigas han...","Base Tandag a November. Le truppe nemiche hanno aperto una breccia. Ripeto, le truppe nemiche..."
STRC_08r10,"Crossroad to November. Tandag Base reports all enemy forces are pulling back. An armor platoon is enroute to launch a counter attack on their expected rendezvous point. Land at the Tandag helipad to rearm, and continue to support the tanks heading East. Crossroad out.","Crossroad à November. La base Tandag annonce que toutes les forces ennemies se replient. Un peloton blindé est en chemin pour lancer une contre-attaque sur le point de jonction estimé de l'ennemi. Posez-vous sur la plate-forme de Tandag pour réarmer et repartez appuyer les chars en route vers l'est. Crossroad, terminé.","Crossroad a November. La base Tandag afirma que las fuerzas enemigas se retiran. Una sección de blindajes va a lanzar un contraataque en el punto de encuentro. Aterrizad en el helipuerto de Tandag para recargar armas, y continuad para reforzar a los tanques hacia el este. Crossroad, corto.","Crossroad a November. La Base Tandag riferisce che i nemici stanno arretrando. Un plotone di blindati è in marcia per lanciare un contrattacco sul punto d’incontro nemico. Atterra sulla piattaforma di Tandag per il riarmo e vai ad aiutare i carri armati diretti a est. Chiudo."
STRC_08r11,"Yankee One to November. Where the hell is that air support? We're getting pounded down here! Out.","Yankee Un à November. Où est cet appui aérien ? On se fait laminer, ici ! Terminé.","Yankee Uno a November. ¿Dónde están los refuerzos aéreos? ¡Van a acabar con nosotros! Corto.","Yankee Uno a November. Dov’è il supporto aereo? Ci stanno massacrando! Chiudo."
STRC_08r12,"Yankee One to Crossroad. The area has been secured. Out.","Yankee Un à Crossroad. La zone a été nettoyée. Terminé.","Yankee Uno a Crossroad. La zona está asegurada. Corto.","Yankee Uno a Crossroad. L’area è sotto controllo. Chiudo."
STRC_08r13,"Crossroad to November. Good job out there. Land at Tandag base for debriefing. Crossroad out.","Crossroad à November. Beau travail. Posez-vous à la base Tandag pour débriefing. Crossroad, terminé.","Crossroad a November. Buen trabajo. Aterrizad en la base Tandag para informar. Crossroad, corto.","Crossroad a November. Bel lavoro. Atterra a Tandag e presentati a rapporto. Crossroad chiudo."
STRC_08m01,"Heli Base","Base hélicos","Helipuerto","Base elicotteri"
STRC_08m02,"Tandag Base","Base Tandag","Base Tandag","Base Tandag"
STRC_08m03,"Enemy Base","Base ennemie","Base enemiga","Base nemica"
STRC_08m04,"Battlefield","Champ de bataille","Campo de batalla","Campo di battaglia"
STRC_08m05,"Enemy attack","Attaque ennemie","Ataque enemigo","Attacco nemico"
STRC_08w01,"TANDAG BASE","BASE TANDAG","BASE TANDAG","BASE TANDAG"
STRC_08w02,"ENEMY BASE","BASE ENNEMIE","BASE ENEMIGA","BASE NEMICA"
STRC_08w03,"SUPPORT US DEFENCE","APPUYER LA DÉFENSE US","APOYA LA DEFENSA DE EE.UU.","APPOGGIA LA DIFESA USA"
STRC_08w04,"SUPPORT US ATTACK","APPUYER L'ATTAQUE US","APOYA EL ATAQUE DE EE.UU.","APPOGGIA L’ATTACCO USA"
STR_08_NAME,"Gryphons","Griffons","Grifones","Grifoni"
STR_08_OnLoad,"The Great Battle","La grande bataille","La gran batalla","La grande battaglia"
STRCAMP_End,"Mission Completed","Mission accomplie","Misión cumplida","Missione completata"
STRC_07an01,"USMC AH-1W Gunship Pilot\nMarine Attack Helicopter Squadron","USMC, pilote d'AH-1W\nEscadrille d'hélicoptères d'attaque des Marines","Piloto de nave de combate USMC AH-1W\nEscuadrón, helicópteros de ataque de los marines","Pilota elicottero AH-1W\nSquadriglia elicotteri d’attacco dei Marine"
