LANGUAGE,"English","French","Spanish","Italian"
STRC_xAv09,"Yes. This is Cayo, one of the cities previously occupied by the SLA. You may notice there are no civilians to be seen here.","Oui. Nous sommes à Cayo, l'une des villes occupées pendant un temps par l'ALS. Vous remarquerez qu'on ne voit aucun habitant.","Sí. Estamos en Cayo, una de las ciudades que fueron ocupadas por el SLA. Como verá, no hay población civil a nuestro alrededor.","Sì, siamo a Cayo, una delle città occupate dall’ELS. E come può vedere, non ci sono civili in giro."
STRC_xAv10,"When we retook the city, we first thought they had simply fled, but then we started to find graves. Everywhere around the city we found them. The people here, they were slaughtered like animals.","Lorsque nous avons repris la ville, nous avons pensé qu'ils avaient fui, jusqu'à ce que l'on découvre les premiers charniers. Nous en avons trouvé tout autour de la ville. Les gens d'ici ont été massacrés comme à l'abattoir.","Cuando reconquistamos la ciudad, pensamos en un primer momento que habían huido, pero entonces empezamos a encontrar tumbas. Por toda la ciudad. Mataron a todos los civiles como si fueran animales.","Quando abbiamo riconquistato la città, abbiamo pensato che fossero fuggiti, ma poi abbiamo iniziato a trovare fosse comuni ovunque. Qui la gente è stata massacrata come fossero animali."
STRC_xAv11,"But Captain, this was near the frontline, I am sure that the nearby US forces wouldn't allow such an atrocity to take place - or were they not here?","Mais, capitaine, nous sommes près de la frontière. Je suis certain que les forces américaines n'auraient pas permis de telles atrocités. Mais peut-être n'étaient-elles pas là ?","Pero capitán, esto sucedió cerca de la línea de frente. Seguro que las tropas norteamericanas próximas a la zona no habrían permitido algo así... ¿o no estaban allí?","Ma capitano, siamo vicini alla linea del fronte. Sono sicuro che le vicine forze USA non avrebbero permesso una tale atrocità - ma erano qui?"
STRC_xAv12,"No, the US Army was here, but they decided to move to a more strategic defensive position and leave the cities of Cayo, Tiberia and several others undefended.","Non, L'US Army était là, jusqu'à ce qu'elle décide de se replier sur une meilleure position défensive en laissant Cayo, Tiberia et quelques autres villes sans défense.","Sí, estaban en la zona, pero decidieron trasladarse a una posición defensiva más estratégica y dejar sin defensa las ciudades de Cayo y Tiberia, entre otras.","Sì, erano qui, ma hanno deciso di muoversi verso una posizione difensiva più strategica e così abbandonare a loro stesse le città di Cayo, Tiberia e molte altre."
STRC_xAv13,"The SLA soldiers were able to simply walk into the cities. But I don't blame the Americans, even we couldn't imagine the Northern forces were capable of such barbarity.","Les soldats de l'ALS ont pu entrer dans ces villes sans tirer un coup de feu. Mais je ne critique pas les Américains, nous n'aurions nous-mêmes jamais imaginé les forces du Nord capables d'une telle barbarie.","Los soldados del SLA entraron sin problemas en las ciudades. No culpo a los americanos, ni siquiera nosotros podíamos imaginar que las fuerzas del norte serían capaces de una atrocidad así.","I soldati dell’ELS sono così potuti entrare nelle città. Ma non è colpa degli americani, neanche noi potevamo immaginarci che le forze del Nord potessero arrivare a tanto."
STRC_xAv14,"However, this is the horrible truth we are confronted with now.","C'est cependant la terrible vérité qu'il nous faut affronter aujourd'hui.","Sin embargo, ésta es la cruda realidad a la que nos enfrentamos.","Comunque, questa è la terribile verità che abbiamo davanti agli occhi."
STRC_xAv15,"This is an absolute tragedy!","C'est une véritable tragédie !","¡Qué tragedia!","Questa è una tragedia!"
STRC_xAv16,"Yes, it is and I call for justice here! We can not let this horror go unpunished!","Oui, et je réclame justice ! Ces horreurs ne doivent pas rester impunies !","¡Sí, y pido que se haga justicia! ¡No permitiremos que estos horrores queden impunes!","Sì, lo è! Non possiamo permettere che questo orrore passi impunito!"
STRC_xAv17,"Thank you Captain. We can see that the tragedies of this war will not be easily forgotten.","Merci, capitaine. Comme vous le voyez, les tragédies de cette guerre ne seront pas faciles à oublier.","Gracias, capitán. Veo que los dramas de esta guerra no se olvidarán fácilmente.","Grazie capitano. Le tragedie di questa guerra non saranno dimenticate facilmente."
STRC_xAv18,"We have tried to ask Colonel Davies, the acting commander of the US forces here on the island, how these terrible massacres could have happened, but he was unavailable for comment.","Nous avons tenté d'approcher le colonel Davies, qui commande les forces américaines sur l'île, pour lui demander comment de tels massacres avaient pu se produire, mais il n'a pas pu se libérer.","Hemos intentado preguntarle al coronel Davies, comandante en funciones de las fuerzas estadounidenses en la isla, cómo se han sucedido masacres de este calibre, pero no ha podido hacer comentarios al respecto.","Abbiamo provato a chiedere al colonnello Davies, comandante sul campo delle forze americane sull’isola, come tutto questo sia potuto accadere, ma non era disponibile per commentare."
STRC_xAv19,"We are however certain that there must have been a valid reason for US troops to leave half the island unprotected.","Nous sommes cependant certains qu'il doit exister une raison valable pour que les forces américaines aient laissé sans défense cette moitié de l'île.","No obstante, estamos seguros de que las tropas americanas tenían una razón válida para dejar media isla desprotegida.","Siamo comunque sicuri che ci sarà stata una ragione valida per abbandonare metà dell’isola a se stessa."
STRC_xAv20,"Thomas, are there any indications as to what's going to happen now?","Thomas, avons-nous des indications sur les prochains événements ?","Thomas, ¿hay algún indicio de lo que va a suceder a partir de ahora?","Thomas, ci sono indicazioni su ciò che succederà ora?"
STRC_xAv21,"With so many dead, including civilians like our reporter Marian Quandt, the question is how will US policymakers respond to this... humanitarian disaster?","Après tant de morts, dont des non-combattants comme notre envoyée Marian Quandt, la question est : comment les décideurs américains vont-ils répondre à ce... désastre humanitaire ?","Con tantas muertes, incluyendo la de civiles como nuestra reportera Marian Quandt, la cuestión es cómo van a responder ante esto en EE.UU.... ¿un desastre humanitario?","Con così tanti morti, inclusi civili come la nostra corrispondente Marian Quandt, come risponderanno i politici americani a questo... disastro umanitario?"
STRC_xAv22,"As I said before, we were not able to speak to Colonel Davies, so currently no official statements should be expected from the US forces on South Sahrani.","Comme je vous l'ai dit, nous n'avons pas pu parler au colonel Davies. Nous n'avons par conséquent aucun commentaire officiel des forces américaines au Sahrani du Sud.","Como dije anteriormente, no hemos podido hablar con el coronel Davies, por lo que no esperamos recibir declaraciones oficiales de las fuerzas americanas en Sahrani del Sur.","Come già detto, non siamo riusciti a parlare con il colonnello Davies e dunque non abbiamo alcuna dichiarazione ufficiale delle forze americane."
STRC_xAv23,"However we will be sure to keep you informed of any changes in the situation here.","Néanmoins, nous vous tiendrons informés de toute évolution de la situation ici.","A pesar de todo, les mantendremos informados de cualquier cambio que pudiera producirse.","Ad ogni modo, in caso di sviluppi vi terremo informati."
STRC_xAv24,"Thank you, Thomas. Stay tuned for more news on the situation on the island of Sahrani.","Merci, Thomas. Restez avec nous pour d'autres informations sur la situation dans l'île de Sahrani.","Gracias, Thomas. Sigan conectados y les daremos más información sobre la situación en la isla de Sahrani.","Grazie, Thomas. Restate collegati per ulteriori aggiornamenti dall’isola di Sahrani."
STRC_xAv25,"Welcome Captain. Ok, let's begin.","Bienvenue, capitaine. Bien, commençons.","Bienvenido capitán. Empecemos.","Benvenuto capitano. Ok, cominciamo."
STRC_xAv26,"We now have complete control over South Sahrani and it could be argued that the 'situation' has been resolved.","Nous contrôlons désormais l'ensemble du Sahrani du Sud et on pourrait penser que la ""question"" est réglée.","Ahora, tenemos el control total sobre Sahrani del Sur, y podría decirse que la situación se ha “resuelto”.","Ora abbiamo il controllo totale su Sahrani del Sud e si potrebbe dire che la situazione è tornata alla normalità."
STRC_xAv27,"However there is rising political pressure to do more than simply reestablish the status-quo and leave Sahrani as it was before the conflict.","Cependant, la pression politique monte afin d'aller au-delà du statu quo, qui laisserait l'île de Sahrani dans la situation antérieure au conflit.","Sin embargo, la presión política nos empuja a haver algo más que simplemente restablecer el modo de vida y dejar Sahrani como estaba antes del conflicto.","E però, c’è una pressione politica affinché si faccia di più che semplicemente ristabilire il precedente status quo."
STRC_xAv28,"Let’s consider the possibility of invading the North.","Il faut envisager l'éventualité de l'invasion du Nord.","Consideremos la posibilidad de invadir el Norte.","Prendiamo in considerazione l’idea di invadere il Nord."
STRC_xAv29,"We’ve seen the horrors that regime is capable of, and we have the required troops on the ground here to remove them from power. I say we take the opportunity while we have it.","Nous avons vu les horreurs dont ce régime est capable et nous disposons des moyens terrestres suffisants pour le renverser. Je pense qu'il faut saisir cette occasion pendant qu'elle s'offre à nous.","Hemos visto el terror de que es capaz ese régimen, y tenemos las tropas necesarias para arrebatarles el poder. Yo digo que deberíamos aprovechar esta oportunidad mientras se nos brinde.","Abbiamo visto gli orrori di cui è capace questo regime e abbiamo abbastanza truppe per rimuoverlo dal potere. Dico di cogliere l’occasione finché ce n’è la possibilità."
STRC_xAv59,"I disagree. The SLA remains a heavily armed and capable force. I see no obvious reason to start another war here and risk more of our troops.","Je ne suis pas d'accord. L'ALS demeure bien armée et organisée. Je ne vois aucune raison de déclencher une autre guerre et de risquer encore la vie de nos soldats.","No estoy de acuerdo. El SLA sigue siendo una fuerza armada muy capaz. No veo razones claras para empezar otra guerra y arriesgarnos a perder más soldados.","Non sono d’accordo. L’ELS è ben armato ed organizzato. Non vedo alcuna ragione per iniziare una nuova guerra e perdere altri soldati."
STRC_xAv30,"Hmm, I have to agree with Captain Barnaby here.","Mmh, je suis de l'avis du capitaine Barnaby.","En eso tengo que darle la razón al capitán Barnaby.","Sono d’accordo con il capitano Barnaby."
STRC_xAv31,"We do have to keep in mind though, that there have always been tensions between these two nations. Both of them have acted as aggressors in past wars, which makes me question our right to pick sides here.","Mais nous devons nous rappeler que des tensions ont toujours existé entre ces deux nations. Elles se sont attaquées tour à tour lors des conflits précédents, ce qui m'amène à me demander s'il est raisonnable pour nous de choisir un camp.","Aunque tenemos que recordar que siempre ha habido tensiones entre los dos países. Los dos han sido agresores en guerras pasadas; por eso me cuestiono nuestro derecho a elegir un bando.","Ma bisogna anche dire che ci sono sempre state tensioni tra le due nazioni e in passato si sono aggredite reciprocamente. Il che mi fa dubitare sul nostro diritto di schierarsi con una delle due."
STRC_xAv32,"However I cannot guarantee that the political leadership will share this view, so have your men be ready for anything.","Cependant, dans la mesure où j'ignore si l'échelon politique partagera ce point de vue, tenez vos hommes prêts à toute éventualité.","Sin embargo, no puedo garantizar que la cúpula política comparta este punto de vista, así que tened a vuestros hombres preparados.","Ad ogni modo, è probabile che i politici la vedranno diversamente, per cui tenete pronti gli uomini per qualsiasi evenienza."
STRC_xAv33,"Yes sir!","Oui, colonel !","¡Sí, señor!","Sissignore!"
STRC_xAv53,"Sir!","Colonel !","¡Señor!","Signore!"
STRC_xAv34,"Good morning. As you have no doubt heard over the last few days, the occupation of the Kingdom of South Sahrani has finally come to an end.","Bonjour. Comme vous l'avez certainement appris ces derniers jours, l'occupation du royaume du Sahrani du Sud a pris fin.","Buenos días. Como seguro habrán escuchado durante los últimos días, la ocupación del reino de Sahrani del Sur ha llegado a su fin.","Buongiorno. Come avrete sentito nei giorni scorsi, l’occupazione del Regno di Sahrani del Sud è finita."
STRC_xAv35,"However there are still more questions to be answered.","Cependant il y a beaucoup de questions à répondre encore.","Sin embargo, aún quedan preguntas sin responder.","Ma ci sono ancora parecchie domande senza risposta."
STRC_xAv36,"The funerals of two of the casualties of this war, TV reporter Marian Quandt and camera operator Arthur Stark, will take place later today. In the meantime, we have been attempting to contact several government representatives in order to ask them what will be done to deal with the violent North Sahrani regime.","Les funérailles de deux des morts civils de cette guerre, la journaliste Marian Quandt et son cadreur Arthur Stark, auront lieu aujourd'hui. Dans l'intervalle, nous avons tenté de contacter plusieurs membres du gouvernement afin de connaître les actions envisagées contre le violent régime du Sahrani du Nord.","Los funerales de dos víctimas de esta guerra, la reportera Marian Quandt y el cámara Arthur Stark, se celebrarán a última hora de hoy. Mientras tanto, hemos estado tratando de contactar con varios representantes gubernamentales para preguntarles qué medidas se van a tomar para enfrentarse al régimen violento del Sahrani del Norte.","Oggi avranno luogo i funerali della corrispondente Marian Quandt e del cameraman Arthur Stark. Nel frattempo, abbiamo cercato di contattare diversi esponenti del governo e chieder loro che cosa verrà fatto per affrontare il violento regime di Sahrani del Nord."
STRC_xAv37,"South Sahrani authorities have conclusively proven that the government of the Democratic Republic of Sahrani is responsible for numerous mass murders during the occupation of its neighbouring country, the Kingdom of South Sahrani.","Les autorités du Sahrani du Sud ont apporté la preuve de la responsabilité du gouvernement de la République démocratique de Sahrani dans les exécutions massives menées lors de l'occupation de sa nation voisine, le royaume du Sahrani du Sud.","Las autoridades de Sahrani del Sur han demostrado que el gobierno de la República Democrática de Sahrani es responsable de numerosos asesinatos en masa durante la ocupación del país vecino, el reino de Sahrani del Sur.","Le autorità di Sahrani del Sud hanno chiaramente dimostrato come il governo della Repubblica Democratica di Sahrani sia responsabile per i numerosi eccidi avvenuti durante la breve occupazione del Regno di Sahrani del Sud."
STRC_xAv38,"So the AAN Network would like to ask why there has there been no official response to these events?","Dans ces conditions, AAN aimerait savoir pourquoi il n'y a encore eu aucune réaction officielle à ces événements.","Por ello, la AAN Network se pregunta: ¿por qué no ha habido ninguna respuesta ofical al respecto?","Rete AAN vorrebbe capire come mai non ci sono state risposte ufficiali a tali eventi."
STRC_xAv39,"We have attempted to get in contact with Congressman Jenkins, who yesterday stated his belief that US troops should be withdrawn once order has been established. But the Congressman was unavailable for comment.","Nous avons tenté de contacter le représentant Jenkins, qui avait déclaré hier qu'il estimait que les troupes américaines devaient être rappelées dès l'ordre rétabli, mais nous n'avons pas réussi à le joindre.","Hemos intentado ponernos en contacto con el congresista Jenkins, que ayer expresó su convencimiento de que se deberían retirar las tropas estadounidenses una vez restablecido el orden. Pero el congresista no pudo comentar nada al respecto.","Abbiamo cercato di contattare il membro del Congresso Jenkins, che ieri ha dichiarato come le truppe americane dovrebbero ritirarsi una volta ristabilito l’ordine. Ma Jenkins non era disponibile per un commento."
STRC_xAv40,"We did, however, manage to contact Congressmen Peterson and Delmar, both of whom spoke out in favour of removing the Northern regime from power.","Nous avons, en revanche, pu contacter les représentants Peterson et Delmar, qui se sont tous deux prononcés pour le renversement du régime du Nord.","Sí pudimos hablar con los congresistas Peterson y Delman, y ambos hablaron a favor de retirar del poder al régimen del Norte.","Siamo comunque riusciti a contattare i membri del Congresso Peterson e Delmar ed entrambi si sono mostrati in favore di un’azione contro il regime del Nord."
STRC_xAv41,"This evening a studio interview will be held with these two Congressmen, discussing their motivations, and the government's seeming unwillingness to act against this grave threat to one of our allies.","Ces deux représentants seront interviewés ce soir dans nos studios. Ils présenteront leurs arguments et évoqueront l'apparent manque de volonté du gouvernement à traiter cette grave menace pesant sur l'un de nos alliés.","Esta tarde se celebrará en el estudio una entrevista con estos dos congresistas, en la que se discutirán sus motivos y la poca disposición del gobierno para actuar contra esta grave amenaza sobre uno de nuestros aliados.","Questa sera intervisteremo i due membri del Congresso e discuteremo le loro motivazioni e l’apparente mancanza di volontà da parte del governo di agire contro la minaccia portata a uno dei nostri alleati."
STRC_xAn01,"Two days later","Deux jours plus tard...","Dos días después","Due giorni dopo"
STRC_xAn02,"Three days later","Trois jours plus tard...","Tres días después","Tre giorni dopo"
