LANGUAGE,"English","French","Spanish","Italian"
STRC_03r06,"Once you're out of ammo or targets, there's a boat hidden near bridge three. You can use it to sneak out of the city. Good luck. Out.","Quand tu seras à court de munitions ou de cibles, tu trouveras un bateau caché près du pont 3. Prends-le pour quitter la ville. Bonne chance, terminé.","Cuando te quedes sin munición o sin objetivos, hay una barca escondida cerca del puente tres. Úsala para salir de la ciudad. Buena suerte. Corto.","Quando esaurisci le munizioni o i bersagli, usa la barca nascosta vicino al ponte 3 per allontanarti dalla città. Chiudo."
STRC_03r07,"This is sergeant Mills, 1st Squad 2nd Platoon, to anyone who can hear this. Confirmed contact with at least two armored and mechanised company-size SLA units. We just lost our Platoon command vehicle and two carriers.","À ceux qui peuvent m'entendre, ici le sergent Mills, 1er groupe, 2e section. Contact confirmé avec au moins deux unités blindées et mécanisées de l'ALS d'échelon escadron. On vient de perdre le véhicule de commandement de section et deux transports.","Aquí el sargento Mills, 1er pelotón, sección 2ª, a quen que le esté escuchando. Confirmado contacto con al menos dos unidades SLA armadas y mecanizadas. Acabamos de perder dos vehículos de comandancia de la sección y dos cargueros.","Qui è il sergente Mills, 1ª squadra, 2º plotone, a chiunque sia in ascolto. Confermato contatto con almeno due unità corazzate dell’ELS. Abbiamo appena perso il veicolo di comando del plotone e due veicoli da trasporto."
STRC_03r08,"We have at least seven confirmed KIA, including Captain Armstrong. We're pulling back! Out.","On a au moins sept morts confirmés, dont le capitaine Armstrong. On se replie ! Terminé.","Tenemos al menos siete bajas confirmadas, incluyendo al capitán Armstrong. ¡Nos retiramos! Corto.","Abbiamo almeno sette morti confermati, tra cui il capitano Armstrong. Ci stiamo ritirando! Chiudo."
STRC_03r09,"Crossroad to all units. We're pulling back to rendezvous point Diamond. All troops without transport, head for the hills to the North.","Crossroad à toutes les unités. Nous nous replions sur le point de jonction Diamond. Aux soldats sans transport, rejoignez les collines au nord.","Crossroad a todas las unidades. Nos retiramos al punto de encuentro Diamond. Todas las tropas sin transporte, dirigios a las colinas del norte.","Crossroad a tutte le unità. Ci stiamo ritirando verso il punto d’incontro Diamond. Ai soldati appiedati, dirigersi verso la collina a nord."
STRC_03r10,"I say again. We're pulling back to rendezvous point Diamond. All troops without transport, head for the hills to the North. Out.","Je répète, repli sur le point de jonction Diamond. Aux soldats sans transport, rejoignez les collines au nord. Terminé.","Repito. Nos retiramos al punto de encuentro Diamond. Todas las tropas sin transporte, dirigios a las colinas del norte. Corto.","Ripeto, ci stiamo ritirando verso il punto d’incontro Diamond. Ai soldati appiedati, dirigersi verso la collina a nord. Chiudo."
STRC_03t01,"Bridge 1","Pont 1","Puente 1","Ponte 1"
STRC_03t02,"Bridge 2","Pont 2","Puente 2","Ponte 2"
STRC_03t03,"Bridge 3","Pont 3","Puente 3","Ponte 3"
STRC_03t04,"SLA advance","Progression ALS","Avance del SLA","Avanzata ELS"
STRC_03t05,"AT stash","Dépôt AC","Cargas antitanque","Nascondiglio munizioni AC"
STRC_03t06,"2nd Platoon","2e section","2º pelotón","2º plotone"
STRC_03t07,"3rd Platoon","3e section","3er pelotón","3º plotone"
STRC_03t08,"Rendezvous Diamond","Point de jonction Diamond","Punto de encuentro Diamond","Punto d’incontro Diamond"
STRC_03w01,"PLACE SATCHEL CHARGES","PLACER LES CHARGES EN SACOCHE","COLOCA LAS CARGAS CONCENTRADAS","PIAZZA LE CARICHE ESPLOSIVE"
STRC_03w02,"HIDE","SE CACHER","ESCÓNDETE","NASCONDITI"
STRC_03w03,"RETURN TO YOUR PLATOON","REJOINDRE LA SECTION","REGRESA CON TU SECCIÓN","RAGGIUNGI IL TUO PLOTONE"
STRC_03w04,"RETREAT","SE REPLIER","RETÍRATE","RITIRATI"
STRC_03w05,"DEMOLISH THE BRIDGE","FAIRE SAUTER LE PONT","DEMUELE EL PUENTE","DEMOLISCI IL PONTE"
STRC_03w06,"DEFEND US POSITION","DÉFENDRE LA POSITION US","DEFIENDE LA POSICIÓN DE EE.UU.","DIFENDI LA POSIZIONE USA"
STR_03s01,"The Bridges of Dolores","Les ponts de Dolores","Los puentes de Dolores","I ponti di Dolores"
STR_03s02,"Dolores","Dolores","Dolores","Dolores"
STRC_03n01,"US Army Stryker Squad Rifleman\n2nd Squad - 3rd Platoon - Bravo Company","US Army, fusilier de groupe Stryker\n2e groupe - 3e section - compagnie Bravo","Stryker del ejército de EE.UU, fusilero del pelotón\n2º pelotón – sección 3ª – Compañía Bravo","Esercito USA, fuciliere squadra Stryker\n2ª squadra, 3º plotone, compagnia Bravo"
