LANGUAGE,"English","French","Spanish","Italian"
STRC_02r11,"ECHO ONE TO FOXTROT. THE ENEMY IS TRYING TO OUTFLANK US! MOVE TO THE EAST AND INTERCEPT THEM. OVER.","ECHO UN À FOXTROT. L'ENNEMI ESSAIE DE NOUS CONTOURNER ! FAITES MOUVEMENT VERS L'EST POUR INTERCEPTION, À VOUS.","ECHO UNO A FOXTROT. ¡EL ENEMIGO INTENTA GANARNOS VENTAJA! MOVEOS HACIA EL ESTE E INTERCEPTADLOS. CAMBIO.","ECHO UNO A FOXTROT. IL NEMICO STA CERCANDO DI AGGIRARCI. ANDATE A EST E INTERCETTATELI. PASSO."
STRC_02r12,"FOXTROT ONE TO ECHO. ACKNOWLEDGED, WE'RE ON OUR WAY. OUT.","FOXTROT UN À ECHO. BIEN COMPRIS, ON EST EN ROUTE. TERMINÉ.","FOXTROT UNO A ECHO. RECIBIDO, VAMOS DE CAMINO. CORTO.","FOXTROT UNO A ECHO. RICEVUTO. STIAMO ANDANDO. CHIUDO."
STRC_02r13,"FOXTROT ONE TO ECHO. OUR FLANK HAS BEEN CLEARED. ALL ENEMY UNITS ARE DEAD OR ON THE RUN, OVER.","FOXTROT UN À ECHO. NOTRE FLANC EST DÉGAGÉ. TOUS LES ENNEMIS SONT MORTS OU EN FUITE, À VOUS.","FOXTROT UNO A ECHO. NUESTRO FLANCO ESTÁ DESPEJADO, TODAS LAS UNIDADES ENEMIGAS HAN CAÍDO O HUIDO. CAMBIO.","FOXTROT UNO A ECHO. ABBIAMO SGOMBRATO IL NOSTRO FIANCO. TUTTE LE UNITÀ NEMICHE SONO MORTE O IN FUGA. PASSO."
STRC_02r14,"GOOD JOB FOXTROT! HOLD YOUR POSITIONS. ECHO OUT.","BIEN JOUÉ, FOXTROT ! TENEZ VOS POSITIONS. ECHO, TERMINÉ.","¡BUEN TRABAJO FOXTROT! MANTENED POSICIONES. ECHO, CORTO.","BEL LAVORO! MANTENETE LA POSIZIONE. CHIUDO."
STRC_02r15,"GOLF ONE TO ECHO, THE CITY IS CLEAR, YOU CAN MOVE ON. GOLF TO CROSSROAD, WE ARE READY TO GO.","GOLF UN À ECHO, LA VILLE EST DÉGAGÉE, VOUS POUVEZ AVANCER. GOLF À CROSSROAD, NOUS SOMMES PRÊTS À FAIRE MOUVEMENT.","GOLF UNO A ECHO, LA CIUDAD ESTÁ DESPEJADA, PODÉIS AVANZAR. GOLF A CROSSROAD, ESTAMOS LISTOS.","GOLF UNO A ECHO, LA CITTÀ È STATA RIPULITA, POTETE MUOVERVI. GOLF A CROSSROAD, SIAMO PRONTI."
STRC_02r16,"CROSSROAD TO ALL UNITS, SLOWLY PROCEED TO THE SOUTH, WE ARE REGROUPING IN THE CITY OF DOLORES. OVER.","CROSSROAD À TOUTES UNITÉS, PROGRESSEZ LENTEMENT VERS LE SUD. REGROUPEMENT DANS LA VILLE DE DOLORES, À VOUS.","CROSSROAD A TODAS LAS UNIDADES, ID LENTAMENTE AL SUR, NOS REAGRUPAMOS EN LA CIUDAD DE DOLORES. CAMBIO.","CROSSROAD A TUTTE LE UNITÀ, PROCEDETE LENTAMENTE VERSO SUD. CI STIAMO RADUNANDO PRESSO DOLORES. PASSO."
STRC_02r17,"ECHO ONE HERE. UNDERSTOOD, MOVING TO DOLORES. OUT.","ICI ECHO UN. COMPRIS, EN ROUTE VERS DOLORES. TERMINÉ.","AQUÍ ECHO UNO. RECIBIDO, VAMOS HACIA DOLORES. CORTO.","QUI ECHO UNO. RICEVUTO. PASSO E CHIUDO."
STRC_02n01,"Beaten Dog","Chien battu","Perro derrotado","Cane bastonato"
STRC_02n02,"Near the city of Ortego","Près de la ville d'Ortego","Cerca de la ciudad de Ortego","Vicino alla città di Ortego"
STRC_02n03,"US Army Stryker Squad Rifleman\n2nd Squad - 3rd Platoon - Bravo Company","US Army, fusilier de groupe Stryker\n2e groupe - 3e section - compagnie Bravo","Stryker del ejército de EE.UU, fusilero del pelotón\n2º pelotón – sección 3ª – Compañía Bravo","Esercito USA, fuciliere squadra Stryker\n2ª squadra, 3º plotone, compagnia Bravo"
STR_END_1,"Mission Completed","Mission accomplie","Misión cumplida","Missione completata"
STRC_02w01,"GET THE TRUCK","S'OCCUPER DU CAMION","CONSIGUE EL CAMIÓN","PRENDI IL CAMION"
STRC_02w02,"DEFEND THE CITY","DÉFENDRE LA VILLE","DEFIENDE LA CIUDAD","DIFENDI LA CITTÀ"
STRC_02w03,"KILL THEM ALL","LES TUER TOUS","MÁTALOS A TODOS","UCCIDILI TUTTI"
STRC_02w04,"MOVE TO DOLORES","REJOINDRE DOLORES","TRASLÁDATE A DOLORES","RAGGIUNGI DOLORES"
