LANGUAGE,"English","French","Spanish","Italian"
STRC_01v29,"Well I'm just glad they left them here. Imagine being packed up in our Strykers in this heat. All the damn fans went FUBAR.","En tout cas, je suis content de les avoir. Imagine-nous dans les Stryker par cette chaleur. Tous les ventilos ont claqué.","Me alegro de que los hayan dejado aquí. Imagina, todos apiñados en nuestros Strykers con este calor. Los ventiladores se fueron a tomar por saco.","Beh, sono contento che li abbiano lasciati qui. Immagina di essere in uno Stryker con questo caldo e senza ventole."
STRC_01v30,"Crossroad to Foxtrot. We have a bit of a situation here. Please report, over.","Crossroad à Foxtrot. On a un problème, ici. Répondez, à vous.","Crossroad a Foxtrot. Tenemos un problema. Contestad, cambio.","Crossroad a Foxtrot. Abbiamo un problema. Rispondete, passo."
STRC_01v31,"Foxtrot One receiving. Go ahead, over.","Foxtrot Un vous reçoit. Allez-y, à vous.","Aquí Foxtrot Uno. Adelante, cambio.","Foxtrot Uno in ascolto. Parlate, passo."
STRC_01v32,"We have received reports of gunfire in the city of Corazol. Check the situation, we have no idea what is going on there. Be on your guard. Over.","On nous a signalé des coups de feu dans la ville de Corazol. Allez voir là-bas, on n'a aucune idée de ce qui s'y passe. Restez sur vos gardes. À vous.","Nos han informado de que ha habido disparos en la ciudad de Corazol. Comprobadlo, no tenemos ni idea de lo que está pasando. Estad alerta, cambio.","Abbiamo ricevuto notizie di una sparatoria a Corazol. Andate a controllare. Non abbiamo idea di quello che sta succedendo. Fate attenzione, passo."
STRC_01v33,"Understood Crossroad. We're on our way. Foxtrot out.","Compris, Crossroad. On se met en route. Foxtrot, terminé.","Recibido, Crossroad. Vamos de camino. Foxtrot, corto.","Ricevuto Crossroad. Stiamo andando. Chiudo."
STRC_01v60,"Gunfire? What the fuck?","Des coups de feu ? C'est quoi, cette histoire ?","¿Disparos? ¿Pero, qué coño...?","Una sparatoria? Ma come?"
STRC_01v61,"What is it, some kids messing with fireworks or something?","C'est quoi, des gamins qui jouent avec des feux d'artifice ?","¿Qué pasa? ¿Niños tirando petardos, o algo así?","Saranno dei bambini che stanno giocando coi fuochi d’artificio."
STRC_01v62,"In June, right.","En juin, c'est ça...","En junio, claro.","In giugno? Non penso."
STRC_01v63,"I told you this place was weird!","Je t'avais dit que cet endroit craignait !","Te dije que este sitio era raro...","Io lo dicevo che questo posto è strano!"
STRC_01r05,"OK GUYS, LET'S SET UP HERE. FIND SOME COVER AND KEEP YOUR EYES OPEN.","BON, ON S'INSTALLE ICI. METTEZ-VOUS À COUVERT ET OUVREZ L'ŒIL.","CHICOS, VAMOS A PARARNOS AQUÍ. PONEOS A CUBIERTO Y ABRID BIEN LOS OJOS.","OK RAGAZZI, FERMIAMOCI QUI. CERCATE RIPARO E TENETE GLI OCCHI APERTI."
STRC_01r06,"CROSSROAD, FOXTROT ONE HERE. ALL SEEMS CALM, SHOULD WE ENTER THE CITY? OVER.","CROSSROAD, ICI FOXTROT UN. TOUT A L'AIR CALME. ON ENTRE DANS LA VILLE ? À VOUS.","CROSSROAD, AQUÍ FOXTROT UNO. TODO PARECE TRANQUILO, ¿ENTRAMOS EN LA CIUDAD? CAMBIO.","CROSSROAD, QUI È FOXTROT UNO. SEMBRA TUTTO CALMO, DOBBIAMO ENTRARE IN CITTÀ? PASSO."
STRC_01r07,"PROCEED WITH CAUTION, FOXTROT. WE STILL DON'T KNOW WHAT'S GOING ON THERE! OVER.","AVANCEZ PRUDEMMENT, FOXTROT. ON NE SAIT TOUJOURS PAS CE QUI SE PASSE LÀ-BAS, À VOUS.","AVANZAD CON PRECAUCIÓN, FOXTROT. ¡AÚN NO SABEMOS LO QUE PASA! CAMBIO.","PROCEDETE CON CAUTELA, FOXTROT. NON SAPPIAMO ANCORA CHE COSA STA SUCCEDENDO! PASSO."
STRC_01r08,"UNDERSTOOD. OUT.","COMPRIS. TERMINÉ.","RECIBIDO. CORTO.","RICEVUTO. CHIUDO."
STRC_01r09,"WHAT THE HELL!? FOXTROT ONE TO CROSSROAD, FOXTROT ONE TO CROSSROAD, WE ARE UNDER HEAVY FIRE! I SAY AGAIN, WE'RE ENCOUNTERING HOSTILE FIRE! OVER!","QU'EST-CE QUE... FOXTROT UN À CROSSROAD, FOXTROT UN À CROSSROAD, ON SUBIT DES TIRS INTENSES ! JE RÉPÈTE, ON SUBIT DES TIRS HOSTILES, À VOUS !","¿PERO QUÉ...? ¡FOXTROT UNO A CROSSROAD. FOXTROT UNO A CROSSROAD, NOS ATACAN! ¡REPITO, FUEGO HOSTIL! ¡CAMBIO!","CHE DIAVOLO!? FOXTROT UNO A CROSSROAD, FOXTROT UNO A CROSSROAD, SIAMO SOTTO ATTACCO! RIPETO, SIAMO SOTTO IL FUOCO DEL NEMICO! PASSO!"
STRC_01r10,"CROSSROAD TO FOXTROT, WHAT'S GOING ON?","CROSSROAD À FOXTROT, QU'EST-CE QUI SE PASSE ?","CROSSROAD A FOXTROT, ¿QUÉ ES LO QUE PASA?","CROSSROAD A FOXTROT, CHE COSA STA SUCCEDENDO?"
STRC_01r11,"FOXTROT HERE. SOME... SOLDIERS JUST OPENED FIRE ON US. WE ARE RETURNING FIRE. SEND BACKUP NOW!","ICI FOXTROT. DES... SOLDATS ONT OUVERT LE FEU SUR NOUS. NOUS RIPOSTONS. ENVOYEZ DES RENFORTS, VITE !","AQUÍ FOXTROT, UNOS SOLDADOS HAN EMPEZADO A DISPARAR. NOS ESTAMOS DEFENDIENDO. ¡NECESITAMOS REFUERZOS!","QUI FOXTROT. DEI... SOLDATI HANNO FATTO FUOCO SU DI NOI. STIAMO RISPONDENDO. MANDATE RINFORZI!"
STRC_01r12,"FOXTROT, FIND YOURSELVES SOME COVER. BACKUP IS ON THE WAY. HOLD YOUR POSITIONS. CROSSROAD OUT.","FOXTROT, METTEZ-VOUS À COUVERT. LES RENFORTS SONT EN ROUTE. TENEZ VOTRE POSITION. CROSSROAD, TERMINÉ.","FOXTROT, PONEOS A CUBIERTO, LOS REFUERZOS VAN DE CAMINO. MANTENED POSICIONES. CROSSROAD, CORTO.","FOXTROT, TROVATE UN RIPARO. STANNO ARRIVANDO I RINFORZI. MANTENETE LA POSIZIONE. CHIUDO."
STRC_01r13,"FOXTROT ONE TO CROSSROAD, FOXTROT ONE TO CROSSROAD, WE HAVE HEAVY ARMOR ALL OVER THE PLACE! NUMEROUS T72S AND BMPS. WE HAVE TO PULL BACK. I SAY AGAIN, WE’RE PULLING BACK! OVER.","FOXTROT UN À CROSSROAD, FOXTROT UN À CROSSROAD, IL Y A DES BLINDÉS LOURDS UN PEU PARTOUT. NOMBREUX T-72 ET BMP. ON DOIT SE REPLIER. JE RÉPÈTE, ON SE REPLIE, À VOUS !","FOXTROT UNO A CROSSROAD. FOXTROT UNO A CROSSROAD, ¡HAY TANQUES POR TODAS PARTES! HAY UN MONTÓN DE T72S Y DE BMPs. TENEMOS QUE RETIRARNOS. ¡REPITO, NOS RETIRAMOS! CAMBIO.","FOXTROT UNO A CROSSROAD, FOXTROT UNO A CROSSROAD, QUI È PIENO DI MEZZI BLINDATI! CI SONO UN SACCO DI T72 E BMP. DOBBIAMO RITIRARCI. RIPETO, CI STIAMO RITIRANDO. PASSO."
STRC_01r14,"AFFIRMATIVE, FOXTROT ONE. WE'RE SENDING PICKUP, GET OUT OF THERE NOW! OVER AND OUT.","AFFIRMATIF, FOXTROT UN. DÉCROCHEZ, ON ENVOIE DU MONDE VOUS RAMASSER, TERMINÉ !","AFIRMATIVO, FOXTROT UNO. ¡ENVIAMOS GRUPO DE RECOGIDA, SALID DE AHÍ! CAMBIO Y CORTO.","AFFERMATIVO, FOXTROT UNO. STIAMO VENENDO A PRENDERVI. RITIRATEVI! PASSO E CHIUDO."
STRC_01r70,"ECHO ONE TO ALL UNITS IN THE AREA. WE ARE PULLING BACK. I SAY AGAIN, WE HAVE ENCOUNTERED HEAVY ARMOR AND WE ARE PULLING BACK. LEAVE THE CITY OF CORAZOL AND REGROUP AT CAMP LINEBACKER. OVER.","ECHO UN À TOUTES UNITÉS DU SECTEUR. ON SE REPLIE. JE RÉPÈTE, ON SE REPLIE. ON A RENCONTRÉ DES BLINDÉS LOURDS ET ON SE RETIRE. QUITTEZ LA VILLE DE CORAZOL ET REGROUPEZ-VOUS AU CAMP LINEBACKER. À VOUS.","ECHO UNO A TODAS LAS UNIDADES EN LA ZONA. NOS RETIRAMOS. REPITO, LA RESISTENCIA ES MUY DURA Y NOS RETIRAMOS. DEJAMOS CORAZOL Y NOS REAGRUPAMOS EN LINEBACKER. CAMBIO.","ECHO UNO A TUTTE LE UNITÀ NELL’AREA. CI STIAMO RITIRANDO. RIPETO, QUI È PIENO DI MEZZI BLINDATI, CI STIAMO RITIRANDO. ABBANDONATE CORAZOL E RADUNATEVI PRESSO IL CAMPO LINEBACKER. PASSO."
STRC_01r71,"FOXTROT TO ECHO: RECEIVED AND UNDESTROOD. OUT.","FOXTROT À ECHO. REÇU, BIEN COMPRIS. TERMINÉ","FOXTROT A ECHO: RECIBIDO, CORTO.","FOXTROT A ECHO: RICEVUTO. CHIUDO."
STRC_01r72,"GOLF HERE: WE WILL COVER FOXTROT TEAM ON THEIR WAY OUT OF THE CITY. GOLF OUT.","ICI GOLF. ON VA COUVRIR LE REPLI DE FOXTROT HORS DE LA VILLE. GOLF, TERMINÉ.","AQUÍ GOLF: CUBRIREMOS LA SALIDA DE LA CIUDAD DEL PELOTÓN FOXTROT. GOLF, CORTO.","QUI È GOLF: COPRIREMO LA RITIRATA DELLA SQUADRA FOXTROT. CHIUDO."
STRC_01r73,"THANKS GOLF. FOXTROT MOVING OUT.","MERCI, GOLF. FOXTROT FAIT MOUVEMENT.","GRACIAS GOLF. FOXTROT EN CAMINO.","GRAZIE GOLF. FOXTROT IN RITIRATA."
STRC_01r74,"CROSSROAD TO ALL UNITS, CROSSROAD TO ALL UNITS. PULL BACK TO THE SOUTH, WE ARE REGROUPING AT THE CITY OF ORTEGO. CROSSROAD TO ALL SQUADS. PULL BACK TO ORTEGO ASAP! OUT.","CROSSROAD À TOUTES UNITÉS, CROSSROAD À TOUTES UNITÉS. REPLIEZ-VOUS AU SUD, NOUS NOUS REGROUPONS DANS LA VILLE D'ORTEGO. CROSSROAD À TOUS LES GROUPES, REPLI SUR ORTEGO AU PLUS VITE ! TERMINÉ.","CROSSROAD A TODAS LAS UNIDADES. RETROCEDED HACIA EL SUR, NOS REAGRUPAMOS EN LA CIUDAD DE ORTEGO. CROSSROAD A TODOS LOS PELOTONES. ¡ID A ORTEGO INMEDIATAMENTE! CORTO.","CROSSROAD A TUTTE LE UNITÀ, CROSSROAD A TUTTE LE UNITÀ. DIRIGETEVI A SUD, CI STIAMO RADUNANDO PRESSO ORTEGO. RIPETO, DIRIGETEVI IMMEDIATAMENTE VERSO ORTEGO! CHIUDO."
STRC_01r75,"THIS IS GOLF ONE. WE ARE UNDER ATTACK. WE HAVE EVACUATED LINEBACKER AND ARE PROCEEDING TO ORTEGO NOW. ANY UNITS REQUIRING BACKUP? OVER.","ICI GOLF UN. NOUS SOMMES ATTAQUÉS. ON A ÉVACUÉ LINEBACKER ET ON FAIT ROUTE VERS ORTEGO. DES UNITÉS ONT BESOIN DE RENFORTS ? À VOUS.","AQUÍ GOLF UNO. NOS ESTÁN ATACANDO. HEMOS EVACUADO LINEBACKER Y VAMOS HACIA ORTEGO. ¿ALGUNA UNIDAD NECESITA REFUERZOS? CAMBIO.","QUI È GOLF UNO. SIAMO SOTTO ATTACCO. ABBIAMO ABBANDONATO LINEBACKER E CI STIAMO DIRIGENDO VERSO ORTEGO. CI SONO UNITÀ DA COPRIRE? PASSO."
STRC_01r76,"CROSSROAD TO GOLF ONE. PULL BACK. CROSSROAD TO ALL UNITS: PULL BACK TO ORTEGO. OUT.","CROSSROAD À GOLF UN. REPLIEZ-VOUS. CROSSROAD À TOUTES LES UNITÉS : REPLI SUR ORTEGO. TERMINÉ.","CROSSROAD A GOLF UNO. RETROCEDED. CROSSROAD A TODAS LAS UNIDADES: RETROCEDED A ORTEGO. CORTO.","CROSSROAD A GOLF UNO. RITIRATEVI. CROSSROAD A TUTTE LE UNITÀ: RITIRATEVI VERSO ORTEGO. CHIUDO."
STRC_01t01,"One month later","Un mois plus tard...","Un mes más tarde","Un mese dopo"
STRC_01t02,"US Army Stryker Squad Rifleman 2nd Squad - 3rd Platoon - Bravo Company","US Army, fusilier de groupe Stryker 2e groupe - 3e section - compagnie Bravo","Stryker del ejército de EE.UU, fusilero del pelotón 2º pelotón – Sección 3ª– Compañía Bravo","Esercito USA, fuciliere squadra Stryker 2ª squadra, 3º plotone, compagnia Bravo"
STRC_01n00,"Sahrani - Paradise on Earth","Sahrani : le paradis sur terre","Sahrani – Paraíso en la tierra","Sahrani - Paradiso terrestre"
STRC_01n80,"Bohemia Interactive Studio Presents","Bohemia Interactive Studios présente","Bohemia Interactive Studio presenta","Bohemia Interactive Studio presenta"
STRC_01n81,"Bohemia Interactive Studio Presents","Bohemia Interactive Studios présente","Bohemia Interactive Studio presenta","Bohemia Interactive Studio presenta"
STRC_01m01,"Camp Linebacker","Camp Linebacker","Linebacker del campamento","Campo Linebacker"
STRC_01w01,"CLOSER TO THE CITY","APPROCHER DE LA VILLE","MÁS CERCA DE LA CIUDAD","AVVICINATI ALLA CITTÀ"
STRC_01w02,"SEARCH THE CITY","FOUILLER LA VILLE","REGISTRA LA CIUDAD","PERLUSTRA LA CITTÀ"
STRC_01w03,"COVER YOURSELF","SE METTRE À COUVERT","PONTE A CUBIERTO","TROVA RIPARO"
STRC_01w04,"GET IN AS A DRIVER","PRENDRE LES COMMANDES","ENTRA COMO CONDUCTOR","SALI COME GUIDATORE"
STRC_01w05,"GO TO CAMP","REJOINDRE LE CAMP","VE AL CAMPAMENTO","RAGGIUNGI IL CAMPO"
STRC_01w06,"PULL BACK TO ORTEGO","SE REPLIER SUR ORTEGO","RETROCEDE A ORTEGO","RITIRATI VERSO ORTEGO"
STRC_01h01,"Wait for the rest of Foxtrot.","Attendre ici le reste de Foxtrot.","Espera al resto de Foxtrot.","Aspetta il resto delle unità Foxtrot."
STRC_01h02,"All the Foxtrot units are on board. Lets go!","Tous les éléments Foxtrot sont à bord. En route !","Todas las unidades Foxtrot están a bordo. ¡En marcha!","Tutte le unità Foxtrot sono a bordo. Andiamo!"
STR_END_1,"Mission Completed","Mission accomplie","Misión cumplida","Missione completata"
