LANGUAGE,"English","French","Spanish","Italian"
STRC_XTv09,"While coalition forces were advancing at an incredible pace, the RACS troops securing the gained territory once again had to face the horrors that brought them here in the first place.","Alors que les forces de la coalition progressaient à un rythme incroyable, les troupes du CARS chargées de sécuriser le territoire pris à l'ennemi ont dû, une fois encore, affronter les horreurs qui les avaient amenées à intervenir.","Mientras las fuerzas de la coalición avanzaban a un ritmo increíble, las tropas del RACS que protegían los territorios ganados, tuvieron que enfrentarse de nuevo a los horrores que les trajeron hasta aquí.","Mentre le forze della coalizione stavano avanzando, le truppe dei CERS che stavano prendendo possesso dei territori liberati hanno potuto osservare gli orrori di questa situazione."
STRC_XTv10,"After the invasion, and the SLA's scorched earth mentality in the final days of the conflict, there is a lot of rebuilding to be done on both sides of the border. On the streets and in the hearts of the people.","Après l'invasion et les actions de ""terre brûlée"" menées par l'ALS dans les derniers jours du conflit, il y a beaucoup à reconstruire des deux côtés de la frontière. Aussi bien dans les rues que dans le cœur des gens.","Después de la invasión y de la política devastadora del SLA en los últimos días del conflicto, hay mucho por reconstruir a ambos lados de la frontera. No sólo en la calle, sino en el ánimo de la gente.","Dopo l’invasione e la tattica della terra bruciata usata dall’ELS negli ultimi giorni di battaglia, c’è da ricostruire quasi tutto, da entrambi i lati del confine. Nelle strade e nei cuori della gente."
STRC_XTv11,"Luckily, the first construction contractors have already arrived, and will start turning this island back into a paradise on Earth. From a united Kingdom of Sahrani, this is Thomas Nordwick. Back to you Ed.","Heureusement, les premières entreprises sont déjà sur place et s'apprêtent à refaire de cette île un paradis terrestre. Depuis le Royaume unifié du Sahrani, c'était Thomas Nordwick. À vous, Ed.","Por suerte, ya han llegado los primeros constructores, que empezarán a convertir esta isla de nuevo en un paraíso terrenal. Esto es todo, Ed. Thomas Nordwick, desde el reino unificado de Sahrani.","Per fortuna, i primi appalti sono stati assegnati e presto quest’isola tornerà ad essere un paradiso terrestre. Thomas Nordwick, dal Regno Unito di Sahrani. A te, Ed."
STRC_XTv12,"Thank you very much, Thomas. Further updates on the end of the Sahrani conflict will be brought to you today as the situation develops further.","Merci beaucoup, Thomas. Nous vous tiendrons informés des derniers développements de la fin de la guerre au Sahrani au cours de la journée.","Muchas gracias, Thomas. A lo largo del día les iremos informando de las novedades en el conflicto de Sahrani, a medida que la situación vaya avanzando.","Grazie mille, Thomas. Con lo svilupparsi degli eventi, vi offriremo ulteriori dettagli circa la fine del conflitto."
STRC_XTv13,"In other news, Congressman Albert Delmar been cleared of charges reagarding alleged illegal acquisitions he oversaw as a former member of the Spelman Fuels board of directors. The verdict ...","Sans transition, le représentant Albert Delmar a été blanchi des charges relatives à des acquisitions illégales effectuées alors qu'il était membre du conseil d'administration de Spelman Fuels. Le verdict...","Otras noticias. El congresista Albert Delmar ha sido absuelto de todos los cargos que le acusaban de adquisiciones ilegales supervisadas cuando era miembro del consejo directivo de Spelman Fuels. El veredicto...","Tra le altre notizie, il membro del Congresso Albert Delmar è stato scagionato dalle accuse di acquisizioni illegali che avrebbe avallato in qualità di ex-direttore del Gruppo Spelman. Il verdetto..."
STRC_XTv20,"That exact question is on the minds of most people around me here, Ed. For as yet unconfirmed reasons, the assault on the city of Bagango has been called off.","La question occupe l'esprit de tous ceux qui m'entourent, Ed. Pour des raisons qui n'ont pas encore été précisées, l'assaut contre la ville de Bagango a été retardé.","La pregunta exacta está en la mente de la mayoría de los que me rodean, Ed. Por razones aún sin confirmar, el asalto a la ciudad de Bagango ha sido suspendido.","Questa è esattamente la domanda che tutti si stanno facendo. Per qualche ragione, ancora non confermata, l’assalto alla città di Bagango è stato annullato."
STRC_XTv21,"Word has it that US forces were ordered to hold their positions on the outskirts of the capital of the Democratic Republic of Sahrani, just moments away from the final assault on prime minister Torrez's seat of power.","On dit que les forces américaines ont reçu l'ordre de conserver leurs positions autour de la capitale de la République démocratique de Sahrani quelques instants avant le lancement de l'assaut contre le siège du pouvoir du Premier ministre Torrez.","Se comenta que las fuerzas de Estados Unidos recibieron la orden de mantener posiciones a las afueras de la capital de la República Democrática de Sahrani, poco antes del asalto final contra el poder del Primer Ministro Torrez.","Si dice che le forze americane abbiano ricevuto l’ordine di mantenere le posizioni alla periferia della capitale della Repubblica di Sahrani, pochi istanti prima dell’assalto finale al centro di potere di Torrez."
STRC_XTv22,"That ... that's a major development indeed, Thomas. Are there any indications as to what caused this sudden halt in the offensive that was meant to restore order to the island?","C'est... c'est effectivement un développement majeur, Thomas. Sait-on quoi que ce soit au sujet de ce soudain arrêt de l'offensive destinée à rétablir l'ordre dans l'île ?","Eso... eso sí que es un avance, Thomas. ¿Algún indicio de lo que podría haber desencadenado este repentino parón en la ofensiva que debía restablecer el orden en la isla?","Questo... questo è uno sviluppo importante, Thomas. Si hanno indicazioni sul perché di un tale decisione, fermare l’offensiva che avrebbe dovuto riportare la pace sull’isola?"
STRC_XTv23,"The air is filled with rumours, but the predominant one seems to be that Joseph III, King of South Sahrani, may have died this morning. As a result, this may have been deemed an inappropriate time to unite two nations under one banner.","Les rumeurs ne manquent pas, mais la plus importante évoque le décès, ce matin, de Joseph III, souverain du Sahrani du Sud. Le moment aurait alors été mal choisi pour unir les deux nations sous un seul drapeau.","Hay un montón de rumores, pero el más extendido es que Joseph III, rey de Sahrani del Sur, podría haber muerto esta mañana. Por ello, podría considerarse que éste es un mal momento para unificar dos naciones bajo una misma bandera.","Ci sono molte speculazioni in merito, ma sembra predominare quella secondo cui Joseph III sia morto questa mattina. E dunque sarebbe stato giudicato inappropriato riunire le due nazioni sotto un’unica bandiera proprio ora."
STRC_XTv24,"External news sources claim several US and Royal units have exchanged gunfire shortly before the assault. Can you verify any of this?","Des sources officieuses parlent quant à elles d'échanges de tirs entre certaines forces américaines et des troupes royales. Pouvez-vous le vérifier ?","Nuevas fuentes ajenas al conflicto afirman que se ha producido un tiroteo entre varias unidades americanas y fuerzas Reales poco antes del asalto. ¿Puedes confirmarlo?","Altre fonti affermano che unità americane e reali si siano scontrate prima dell’assalto. Hai notizie in merito?"
STRC_XTv25,"I can't, Ed. But in an operation of this scale, it's not uncommon for troops to mistakenly engage in what they call ‘green on green,’ or ‘friendly fire’, accidentally targeting friendly units. This likely was exactly such a scenario.","Je ne peux pas, Ed. Mais dans une opération de cette envergure, les échanges ""bleu contre bleu"", ou fratricides, entre unités du même camp, ne sont pas exceptionnels. Il s'agit probablement d'un malheureux incident de ce type.","No puedo, Ed. Pero en una operación de esta magnitud, no es de extrañar que las tropas se mezclen en lo que llaman “fuego amigo”, disparando accidentalmente a unidades aliadas. Probablemente se trate de algo así.","No, Ed. Ma non è impossibile che, in un’operazione di tale scala, le truppe siano state accidentalmente coinvolte in quello che viene chiamato “fuoco amico”. Questa è la spiegazione più probabile di un tale scenario."
STRC_XTv26,"In the meantime Ed, while the whole world has been waiting for the Northern regime to be toppled, by the end of the day they may still be in control. People are asking themselves if this long and bloody conflict really has been for nothing.","Dans l'intervalle, Ed, alors que le monde entier retient son souffle en attendant le renversement du régime du Nord, il est fort possible qu'il demeure en place. Les gens se demandent si cette guerre longue et cruelle n'aura pas été menée pour rien.","Mientras tanto, Ed, mientras el mundo entero espera el fin del régimen del Norte, es posible que cuando acabe el día sigan teniendo el control. La gente se pregunta si este conflicto tan largo y sangriento ha servido para algo.","Nel frattempo Ed, mentre il mondo intero stava aspettando il suo crollo, alla fine di questa giornata il regime del Nord potrebbe ancora essere al potere. La gente si sta domandando se questo lungo e sanguinoso conflitto non sia stato inutile."
STRC_XTv27,"Thank you Thomas.","Merci, Thomas.","Gracias, Thomas.","Grazie Thomas."
STRC_XTv28,"Today also saw the rising pressure of a possible Supreme Court ruling against Congressman Albert Delmar, regarding illegal acquisitions he allegedly oversaw as a former member of the Spelman Fuels board of directors. While ...","Sur un tout autre sujet, la pression de la Cour suprême s'est accrue aujourd'hui contre le représentant Albert Delmar, qui aurait supervisé des acquisitions illégales lorsqu'il était membre du conseil d'administration de Spelman Fuels. Tandis que...","Hoy también hemos visto crecar la tensión de una posible sentencia del Tribunal Supremo contra el congresista Albert Delmar, sobre las adquisiciones ilegales que supuestamente supervisó siendo directivo de Spelman Fuels. Mientras tanto...","Tra le altre notizie, oggi la Corte Suprema potrebbe decidere contro il membro del Congresso Albert Delmar, circa le acquisizioni illegali che avrebbe avallato in qualità di ex-direttore del Gruppo Spelman. Mentre..."
STRC_XTv80,"You know what's ironic?","Tu parles d'une ironie...","¿Sabes lo más curioso?","Sai che cos’è ironico?"
STRC_XTv81,"What?","Quoi ?","¿Qué?","Cosa?"
STRC_XTv82,"Gordon didn't make it.","Gordon y est resté.","Gordon no lo logró.","Gordon non ce l’ha fatta."
STRC_XTv83,"What? Who's Gordon?","Quoi ? C'est qui, ce Gordon ?","¿Qué? ¿Quién es Gordon?","Cosa? Chi è Gordon?"
STRC_XTv84,"The guy they interviewed on TV a few weeks ago. We thought he was shipped back to California, but he wasn't. Died somewhere near Corazol.","Le mec interviewé à la télé il y a quelques semaines. On le croyait rentré en Californie, mais non. Il est mort pas loin de Corazol.","El tipo que entrevistaron en TV hace unas semanas. Pensábamos que lo habían mandado de vuelta a California, pero no fue así. Murió cerca de Corazol.","Quel tizio intervistato poche settimane fa. Pensavamo che fosse tornato in California, ma non lo era. È morto vicino a Corazol."
STRC_XTv85,"Shit..","Merde...","Mierda.","Merda..."
STRC_XTv86,"Yeah, shit.","Ouais, merde.","Sí, mierda.","Già, merda."
STRC_XTn01,"Sahrani - Paradise on Earth","Sahrani : le paradis sur terre...","Sahrani – Paraíso terrenal","Sahrani - Paradiso terrestre"
STRC_XTn02,"The End","Fin","Fin","Fine"
