LANGUAGE,"English","French","Spanish","Italian"
STRC_09v51,"Can't be. There were no guards or closed fences. They must be refugees or something.","Ça m'étonnerait, il n'y avait pas de gardes ni de barbelés. Ce sont probablement des réfugiés...","No es posible. No había guardias ni vallas. Deben ser refugiados o algo así.","Non può essere. Non c’erano né guardie, né recinzioni. Devono essere dei rifugiati."
STRC_09v52,"Come on people, gather up. You will not be harmed. We're just taking you somewhere safe.","Allez, tout le monde, rassemblement... On ne vous fera aucun mal. On va vous mettre à l'abri.","A ver, juntaos todos. Nadie os hará daño. Sólo vamos a llevaros a un lugar más seguro.","Presto, gente, radunatevi. Non vi sarà fatto alcun male. Vi vogliamo portare in un posto sicuro."
STRC_09v02,"Please, you can't tell the Southern soldiers about us!","Pitié, ne parlez pas de nous aux soldats du Sud !","¡Por favor, no les hable de nosotros a los soldados del sur!","Vi prego, non dite ai soldati del Sud dove siamo!"
STRC_09v03,"Don't worry sir. They will take you somewhere safe until the fighting is over, and then they'll return you to your houses.","Ne vous en faites pas, madame. Ils vont vous emmener dans un endroit sûr jusqu'à la fin des combats. Ensuite, vous retrouverez vos maisons.","No te preocupes. Os llevarán a un lugar seguro hasta que termine el combate, y después os devolverán a vuestros hogares.","Stia tranquilla, signora. Vi porteranno al sicuro finché non cesseranno le ostilità e poi tornerete alle vostre case."
STRC_09v04,"But you don't understand! We're from the South, from Cayo!","Mais vous ne comprenez pas ! Nous venons du Sud, de Cayo !","¡Pero no lo comprende! ¡Nosotros somos del sur, de Cayo!","Ma non capite! Noi veniamo dal Sud, da Cayo!"
STRC_09v05,"Cayo? That can't be. The whole city was wiped out! The Royal Army found mass graves all around the Southern cities!","Cayo ? Impossible, la ville a été rasée ! Les forces royales ont découvert des charniers autour des villes du Sud !","¿Cayo? No es posible. ¡La ciudad fue arrasada! ¡El Royal Army encontró fosas comunes por todas las ciudades supreñas!","Cayo? Non è possibile. La città è stata spazzata via! Ed è pieno di fosse comuni tutto intorno alle città del sud!"
STRC_09v06,"Ofcourse! They were responsible for them! This was the price the Southern cities paid in the past for not supporting the king!","Naturellement ! Ces charniers sont leur œuvre ! C'est le prix que les villes du sud ont payé pour n'avoir pas soutenu le roi !","¡Claro! ¡Ellos fueron los responsables! ¡Es el precio que pagaron las ciudades del sur por no apoyar al rey!","Chiaro! Sono loro i responsabili! Questo è il prezzo che le città del sud hanno pagato per non aver appoggiato il re in passato!"
STRC_09v07,"The world now thinks we're all dead. Once the king's troops find us, we will be!","On nous croit tous morts. Et c'est ce qui nous arrivera quand les troupes royales nous trouveront !","Ahora, el mundo piensa que estamos todos muertos. ¡Y lo estaremos, cuando nos encuentren las tropas del rey!","Ci credono tutti morti. Quando le truppe del re ci troveranno, lo saremo!"
STRC_09v08,"Please don't leave us here!","Ne nous abandonnez pas ici !","¡Por favor, no nos deje aquí!","Non lasciateci qui!"
STRC_09v10,"Sir, we can't just leave them here.","On ne peut pas les laisser ici...","No podemos dejarles aquí.","Signore, non li possiamo lasciare qui."
STRC_09v11,"We shouldn't get involved. If we do, the entire operation might be called off. He might just be making this up, and we can't let the North get away with what they did!","On ne peut pas s'impliquer là-dedans, ça mettrait en péril toute l'opération. Elle raconte peut-être des histoires et on ne peut pas laisser le Nord s'en tirer à bon compte !","No deberíamos involucrarnos, podríamos estropear toda la operación. Quizás se lo esté inventando, ¡y no podemos dejar que el norte salga impune, después de lo que hicieron!","Non dovremmo occuparcene. Anche perché l’intera operazione potrebbe fallire. Non possiamo non punire il Nord per quello che ha fatto!"
STRC_09v12,"And leave these people to their fate? For all we know they'll be shot as soon as we turn our backs.","Et abandonner ces gens à leur sort ? Si ça tombe, ils vont se faire fusiller dès qu'on aura tourné le dos.","¿Y abandonar a estas personas a su suerte? Podrían darles un tiro en cuanto nos demos la vuelta.","E lasciare questa gente così? Per quanto ne sappiamo saranno uccisi non appena ce ne andremo."
STRC_09v13,"How many people have been killed in past wars between the Slags and the Royals? Five thousand? Ten? We can end this conflict here and now, saving thousands of lives down the road!","Combien de gens sont morts à cause des guerres entre le régime du Nord et la monarchie ? Cinq mille ? Dix mille ? On peut mettre un terme à ce conflit ici et sauver en même temps des milliers de vies !","¿Cuántas personas han muerto en el pasado, entre la Escoria y el Royal Army? ¿Cinco? ¿Diez mil? ¡Podemos acabar ahora con este conflicto, y salvar miles de vidas!","Quanta gente è stata uccisa nelle precedenti guerre tra il Sud ed il Nord? Cinquemila? Diecimila? Ora possiamo mettere fine al conflitto e salvare migliaia di vite!"
STRC_09v14,"It's all fucked up anyway. Sir, it's your call. Just give the order to board the Stryker if you want to head out, otherwise we'll stay.","C'est déjà le chantier. À vous de décider. Donnez l'ordre d'embarquer dans le Stryker si vous voulez qu'on parte, sinon on reste.","De todas formas, está todo jodido. Tú decides. Si quieres que nos vayamos, da orden de embarcar en el Stryker. Si no, nos quedamos.","Signore, sta a voi decidere. Se volete andare, ordinate di montare sugli Stryker. Altrimenti resteremo."
STRC_09v20,"Please, don't let them do this!","Pitié, ne les laissez pas faire ça !","¡Por favor, no permita que lo hagan!","Non permetteteglielo!"
STRC_09v21,"Do something! I beg you!","Faites quelques chose ! Je vous en supplie !","¡Haga algo! ¡Se lo ruego!","Fate qualcosa! Vi prego"
STRC_09v30,"Thank you for your cooperation American. You can leave now.","Merci pour votre aide, Américain. Vous pouvez partir, maintenant.","Gracias por tu colaboración, americano. Puedes irte.","Grazie per la cooperazione. Ora ve ne potete andare."
STRC_09r08,"Foxtrot One to Paladin. The town is being evacuated by RACS troops. We're enroute to the rendezvous point. Out.","Foxtrot Un à Paladin. Les troupes du CARS évacuent la ville. Nous faisons mouvement vers le point de jonction, terminé.","Foxtrot Uno a Paladin. La ciudad está siendo evacuada por las tropas del RACS. Vamos al punto de encuentro. Corto.","Foxtrot Uno a Paladin. Le truppe dei CERS stanno evacuando la città. Siamo in marcia verso il punto d’incontro. Chiudo."
STRC_09r09,"Crossroad to all units. We're commencing the attack. I say again. We're commencing the attack. Out.","Crossroad à toutes les unités. Nous lançons l'attaque. Je répète, nous lançons l'attaque. Terminé.","Crossroad a todas las unidades. Iniciamos el ataque. Repito: iniciamos el ataque. Corto.","Crossroad a tutte le unità. Stiamo iniziando l’attacco. Ripeto, stiamo iniziando l’attacco. Chiudo."
STRC_09r10,"Alright people, lock and load. Paladin One out.","Très bien, messieurs, c'est parti. Paladin Un, terminé.","Vale, chicos, preparad las armas. Paladin Uno, corto.","Bene, gente, state pronti. Paladin Uno, chiudo."
STRC_09r15,"Foxtrot One to Paladin. Bridge at Obregan is destroyed. I say again: They’ve blown up the bridge at Obregan. Over.","Foxtrot Un à Paladin. Le pont d'Obregan est détruit. Je répète, ils ont fait sauter le pont d'Obregan, à vous.","Foxtrot Uno a Paladin. El puente de Obregan está destruido. Repito: han volado el puente de Obregan. Cambio.","Foxtrot Uno a Paladin. Il ponte di Obregan è stato distrutto. Ripeto, hanno distrutto il ponte di Obregan. Passo."
STRC_09r16,"Paladin One to Foxtrot. Understood. Secure the area and find another way to the city.","Paladin Un à Foxtrot. Compris. Nettoyez la zone et trouvez un autre moyen d'entrer dans la ville.","Paladin Uno a Foxtrot. Comprendido. Asegurad la zona y buscad otro acceso a la ciudad.","Paladin Uno a Foxtrot. Ripulite l’area e trovate un altro modo per entrare in città."
STRC_09r17,"Paladin One to Kilo. Alter course and avoid the bridge. Reach the city from the East. Over.","Paladin Un à Kilo. Modifiez l'itinéraire et évitez le pont. Rejoignez la ville par l'est, à vous.","Paladin Uno a Kilo. Modificad la ruta evitando el puente. Acceded a la ciudad desde el este. Cambio.","Paladin Uno a Kilo. Cambiate rotta e evitate il ponte. Raggiungete la città da est. Passo."
STRC_09r18,"Kilo one here. Received and understood.","Ici Kilo Un. Reçu et bien compris.","Aquí Kilo Uno. Recibido y comprendido.","Qui Kilo Uno. Ricevuto."
STRC_09r19,"Foxtrot One to Crossroad, Foxtrot One to Crossroad. We are under heavy fire! RACS units are attacking us, we require assistance! Over.","Foxtrot Un à Crossroad, Foxtrot Un à Crossroad. On subit des tirs intenses. Des unités du CARS nous attaquent, nous demandons de l'aide, à vous !","Foxtrot Uno a Crossroad, Foxtrot Uno a Crossroad. ¡Nos atacan! Las unidades del RACS nos atacan, ¡necesitamos ayuda! Cambio.","Foxtrot Uno a Crossroad. Siamo sotto attacco! Unità dei CERS ci stanno attaccando, ci servono rinforzi! Passo."
STRC_09r20,"Crossroad to Foxtrot, repeat please. Who is attacking? Over.","Crossroad à Foxtrot, répétez. Qui vous attaque ? À vous.","Crossroad a Foxtrot, repetid, por favor. ¿Quién ataca? Cambio.","Crossroad a Foxtrot, ripetete. Chi vi sta attaccando? Passo."
STRC_09r21,"Foxtrot One to Crossroad. We’re having serious trouble with some Royals, they’re opening fire on us! We’re holding position at the camp near Obregan.","Foxtrot Un à Crossroad. Nous avons de sérieux ennuis avec des troupes royales, elles ont ouvert le feu sur nous. On est en position au camp près d'Obregan.","Foxtrot Uno a Crossroad. Tenemos graves problemas con el Royal Army, ¡están abriendo fuego contra nosotros! Mantenemos posiciones en el campamento cerca de Obregan.","Foxtrot Uno a Crossroad. Alcune unità dei CERS hanno aperto il fuoco su di noi! Stiamo mantenendo la posizione presso il campo vicino a Obregan."
STRC_09r22,"Ok Foxtrot One. Hotel, do you copy? Move to Obregan now. Foxtrot, hold on. I don’t know what the hell is going on over there boys, but hold on. Crossroad out.","Reçu, Foxtrot Un. Hotel, vous me recevez ? Rejoignez Obregan, vite. Foxtrot, tenez bon. Je ne sais pas ce qui se passe là-bas, mais tenez bon. Crossroad, terminé.","De acuerdo, Foxtrot Uno. Hotel, ¿me recibes? Id ahora mismo a Obregan. Foxtrot, aguantad. No sé qué diablos está pasando, pero aguantad. Crossroad, corto.","Ok, Foxtrot Uno. Hotel, siete in ascolto? Andate subito a Obregan. Foxtrot, resistete. Non so che diavolo sta succedendo, ma resistete. Crossroad, chiudo."
STRC_09r23,"Hotel one to Crossroad. We’re on the way, leaving Valor now. Hold position, Foxtrot, we’re gonna kick their asses! Hotel out.","Hotel Un à Crossroad. Nous sommes en route, on quitte Valor à l'instant. Tenez la position, Foxtrot, on va leur botter les fesses ! Hotel, terminé.","Hotel Uno a Crossroad. Vamos de camino, salimos ahora de Valor. Foxtrot, mantened posiciones, ¡vamos a volarles el culo! Hotel, corto.","Hotel Uno a Crossroad. Abbiamo appena lasciato Valor. Foxtrot, resistete, stiamo arrivando! Hotel, chiudo."
STR_END_1,"Mission completed","Mission accomplie","Misión cumplida","Missione completata"
STR_c09t01,"TEAM SWITCH AVAILABLE","CHANGEMENT D'ÉQUIPE DISPONIBLE","CAMBIO DE PELOTÓN DISPONIBLE","CAMBIO DI SQUADRA DISPONIBILE"
STRC_09w01,"Attack the enemy","Attaquer l'ennemi","Ataca al enemigo","Attacca il nemico"
STRC_09w02,"Check the camp","Examiner le camp","Comprueba el campamento","Controlla il campo"
STRC_09w03,"Blow up the tanks","Détruire les chars","Vuela los tanques","Elimina i carri armati"
STRC_09w04,"Support with airstrike","Appuyer par frappe aérienne","Apoya con ataque aéreo","Appoggia con attacco aereo"
STRC_09m01,"Camp to check","Camp à examiner","Campamento por comprobar","Campo da controllare"
STRC_09m02,"Choppers","Hélicos","Helicópteros","Elicotteri"
STRC_09m03,"Mechanized squad","Groupe mécanisé","Pelotón mecanizado","Squadra meccanizzata"
STRC_09m04,"Saboteurs","Saboteurs","Saboteadores","Sabotatori"
STRC_09m05,"Snipers","Snipers","Francotiradores","Cecchini"
STRC_09m06,"Troops","Soldats","Tropas","Truppe"
STRC_09m07,"SLA Main camp","Camp principal ALS","Campamento principal del SLA","Campo principale ELS"
STRC_09m08,"SLA small camps","Petits camps ALS","Campamentos secundarios del SLA","Campi minori ELS"
STR_09_NAME,"Final Countdown","Compte à rebours final","Cuenta atrás final","Conto alla rovescia finale"
STR_09_OnLoad,"The Final Armed Assault","L'assaut armé final","Asalto blindado final","L’assalto armato finale"
STR_END_2,"Civilians were saved.","Les civils ont été sauvés.","Civiles a salvo.","I civili sono stati salvati."
STR_09_NAME2,"Final Countdown – Tsunami Wave","Compte à rebours final - Tsunami","Cuenta atrás final – El tsunami","Conto alla rovescia finale - Tsunami"
